 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	0.82296044	0.074571356	0.06897723	0.019585155	0.010480809	0.0031372218	0.00014288018	0.00014487962
a31	0.10449136	0.009918037	0.651971	0.033112075	0.0027236026	0.00017094	0.19502003	0.0025929792
a7	0.0007389596	0.0012666781	0.109212406	0.017985607	0.0005788133	3.0392084e-05	0.8565475	0.013639623
a31	0.049226608	0.0017229521	0.35543248	0.0075105894	4.096019e-05	4.1130443e-06	0.580884	0.005178367
a21	0.0006642002	9.332546e-05	0.043230083	0.025049483	0.0009874196	0.0005969516	0.913711	0.015667615
a31	0.13781352	0.0011342309	0.6440924	0.020239694	1.5344414e-05	7.9569945e-06	0.19483806	0.001858811
a11	0.47191414	0.002162288	0.3810857	0.08652129	7.6836855e-05	0.0003772241	0.041259374	0.016603177
a31	0.030206922	0.0038711557	0.2821853	0.011565091	3.0049026e-05	3.8184204e-05	0.6667934	0.0053098574
a46	0.3528419	0.0027920073	0.2120402	0.41420782	5.2570667e-05	0.0010839935	0.011811067	0.005170418
a31	0.05131908	0.005363537	0.13149367	0.0038961994	0.0027768058	0.00024664623	0.8004889	0.004415141
a17	0.055636648	0.017473305	0.08648841	0.3831047	2.8989994e-05	0.00237765	0.085223086	0.36966726
a20	0.55119276	0.028615294	0.33020496	0.024703804	0.014445045	0.008885138	0.03757577	0.0043772296
a31	0.030138534	0.012701102	0.22870067	0.04940789	0.014866011	0.0033624158	0.36632064	0.29450274
a20	0.004013689	0.0073527717	0.033524353	0.043838486	0.0025703264	0.015026399	0.50104743	0.39262646
</S>	0.12821853	0.08209641	0.22574307	0.08690473	0.16415861	0.099016406	0.12709667	0.0867656
