 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
a31	0.00051758677	0.006407972	0.9789636	0.010963181	0.00040450334	0.0007158238	0.00043046143	0.0005978291	7.41588e-05	0.00028615142	0.00034733096	0.00027282166	1.8468072e-05
a39	0.0030171946	0.03319261	0.70670944	0.060781866	0.0106751975	0.006841228	0.0036562465	0.0035645992	0.002236269	0.003322618	0.0074246028	0.15734306	0.0012350975
a31	0.10007884	0.0064492743	0.032335375	0.0083222175	0.0052680136	0.069535896	0.083346635	0.12632796	0.07657102	0.28483286	0.060979072	0.14132	0.0046327985
a18	0.016402608	0.0010188044	0.32130906	0.19701487	0.021129282	0.040489275	0.10607782	0.083392076	0.043215133	0.08367093	0.00778931	0.07787828	0.0006125519
a37	0.041815367	0.0004737546	0.07640392	0.007185117	0.0029545324	0.06054497	0.09868451	0.32318062	0.00946345	0.10980444	0.08977505	0.17783913	0.0018751515
a11	0.34876266	0.03669904	0.08834563	0.03772395	0.011060257	0.040755127	0.040991157	0.34936887	0.010171888	0.022059832	0.004395553	0.009149347	0.0005166314
a18	0.064494245	0.07507498	0.232652	0.13395746	0.009098765	0.06488906	0.052517414	0.21111193	0.014272981	0.061333254	0.01345969	0.06640134	0.0007368693
a31	0.00954986	0.035285916	0.24416012	0.2050634	0.012118392	0.07472617	0.06308003	0.13302456	0.03529101	0.097801045	0.022119518	0.06726517	0.0005148568
a18	0.01171102	0.004446388	0.028323885	0.44739515	0.09625341	0.08330992	0.07793267	0.1935725	0.010346692	0.025279243	0.00400066	0.016895855	0.00053258514
a46	0.05215453	0.002432466	0.023878071	0.10632454	0.04653395	0.040942688	0.096162125	0.45580655	0.054536056	0.026539505	0.015877642	0.0780538	0.000758068
a31	0.004785637	0.0018423566	0.22169329	0.12385636	0.027338158	0.105764106	0.14055438	0.19103876	0.05273811	0.04759961	0.013908436	0.06799359	0.00088720367
a46	0.0036549335	0.0008291727	0.0044814358	0.3061879	0.014761909	0.15205193	0.14671725	0.32976696	0.004662489	0.0100399135	0.00090237736	0.025185958	0.0007577525
a31	0.021012725	0.0039043315	0.037522227	0.23504539	0.07808633	0.027286941	0.08816867	0.22095037	0.04898465	0.022913288	0.02463225	0.19032712	0.0011657575
a15	0.0016690084	0.00014547352	0.00089218933	0.072892755	0.0050104237	0.1247459	0.19122232	0.55943584	0.007111401	0.023086438	0.0011062335	0.01199283	0.0006891939
a46	0.07741449	0.008845844	0.020771636	0.12808797	0.03692657	0.020014176	0.0840265	0.2949505	0.044936936	0.026633408	0.03292201	0.2207904	0.003679459
a31	0.014671237	0.001122289	0.06458368	0.065252185	0.02826464	0.079066515	0.185224	0.36727306	0.023351299	0.040783644	0.016525058	0.107200645	0.006681772
a13	0.006841561	0.0005215341	0.002797266	0.04908376	0.0051422394	0.09545224	0.124453194	0.59114754	0.02858322	0.06698729	0.004845713	0.019471504	0.0046729604
a39	0.01581066	0.014584213	0.034830306	0.16727367	0.021708416	0.019205134	0.0843406	0.18891463	0.035695307	0.029987283	0.035240773	0.3477299	0.0046791164
a20	0.04255924	0.0018606863	0.07281225	0.07814013	0.044347722	0.07125129	0.14442106	0.24166077	0.05337096	0.09833897	0.034193102	0.09018998	0.026853783
a46	0.05681893	0.0014168641	0.05809206	0.07388483	0.032334182	0.07982839	0.12478992	0.26646006	0.04596162	0.08097638	0.034437384	0.0918283	0.053171083
a31	0.012541	0.00084230135	0.030126011	0.067287914	0.02186553	0.06346968	0.21463779	0.45163792	0.016349748	0.025667315	0.007957067	0.08183321	0.0057844585
a24	0.01214344	0.000958243	0.0068439874	0.008370104	0.003642306	0.047059596	0.08543113	0.29068422	0.07297938	0.28371978	0.03769618	0.106648624	0.043823015
a31	0.012716909	0.0060339877	0.055772997	0.04827183	0.015688319	0.020358147	0.08470605	0.101161696	0.10986864	0.119709566	0.043915845	0.36026946	0.021526577
a24	0.011836371	0.0026520586	0.008741146	0.0023061445	0.0023353498	0.015096016	0.0636502	0.13426195	0.107637815	0.3340083	0.06893848	0.18152116	0.067015
a31	0.017457284	0.009261543	0.10019423	0.052153174	0.019512618	0.024378633	0.0736501	0.079550795	0.08348372	0.10526213	0.048519243	0.36110726	0.025469232
a46	0.018356603	0.0038272256	0.017968176	0.0020829986	0.00244913	0.0102453325	0.03466209	0.06500085	0.09686779	0.29888743	0.117350966	0.21665958	0.11564184
a39	0.0059456863	0.015495133	0.13174279	0.21076444	0.024327008	0.07192693	0.10751949	0.28437996	0.012911589	0.02463037	0.013120196	0.086216226	0.011020205
a31	0.09109257	0.008300558	0.09658094	0.08683688	0.03340579	0.06348604	0.118712656	0.16924524	0.056371275	0.059268907	0.03837784	0.13529177	0.043029457
a37	0.016857175	0.0027807613	0.017690733	0.0018294895	0.0018564294	0.005355102	0.017453957	0.026232647	0.078613885	0.23340623	0.17297572	0.22165895	0.20328894
a18	0.013861133	0.013226208	0.17801146	0.13753062	0.030036855	0.074776664	0.09165867	0.22384948	0.019534172	0.033751316	0.022523033	0.13028353	0.030956829
a31	0.124777004	0.019896274	0.15007694	0.09398895	0.04212431	0.07847082	0.09600326	0.14673188	0.055638462	0.054871127	0.03880577	0.06643524	0.03217998
