 	la	casa	la	costruirono	i	muratori	</S>
a31	0.71288365	0.1575403	0.06545872	0.030170903	0.012664545	0.005951244	0.015330649
a17	0.12690125	0.3616099	0.3728176	0.05696976	0.07054976	0.0060585462	0.0050931424
a39	0.20895661	0.61711675	0.07710929	0.030083569	0.061651	0.002621722	0.0024610378
a3	0.5937331	0.29956502	0.03603065	0.0153855095	0.0437185	0.006399896	0.005167374
a35	0.5883449	0.2590235	0.073449254	0.035541475	0.034964655	0.007921191	0.00075505645
a31	0.4138405	0.3963023	0.12614535	0.04640966	0.011478473	0.0057218303	0.000101969774
a24	0.27240115	0.23085962	0.11531104	0.08651439	0.21290629	0.046462875	0.035544686
a31	0.14264941	0.19010337	0.23794396	0.20506889	0.058337096	0.13655218	0.029345136
a39	0.0040574977	0.022098098	0.3542397	0.39669058	0.1713568	0.021038828	0.030518504
a31	0.1954939	0.5546762	0.050249714	0.07084711	0.11393547	0.013414519	0.0013830703
a24	0.01956143	0.027051883	0.5027019	0.26848212	0.14675671	0.016800066	0.018645953
a31	0.19414388	0.15767942	0.12587172	0.22170742	0.1888823	0.10497485	0.0067403736
a28	0.33829713	0.21178252	0.22724804	0.11334182	0.030287286	0.014618262	0.06442496
a45	0.19922869	0.41942263	0.10462841	0.15022272	0.049354807	0.07579174	0.0013510629
a31	0.05121073	0.097197026	0.05696855	0.117273636	0.106894806	0.502536	0.06791927
a20	0.00827296	0.014146842	0.25613508	0.18286304	0.26378727	0.052493315	0.22230153
a31	0.03713791	0.10728925	0.06345969	0.17323874	0.14624311	0.42509708	0.047534276
a8	0.01927041	0.025860121	0.222984	0.16894628	0.13487002	0.15090543	0.2771637
a31	0.077693924	0.103079006	0.09965903	0.3949546	0.23782936	0.07325139	0.013532659
a20	0.0272524	0.043185428	0.31985515	0.124930196	0.08757021	0.20111294	0.19609363
a18	0.07815587	0.09441154	0.10038541	0.41741902	0.23265018	0.064239435	0.012738473
a31	0.08559674	0.07590447	0.05567549	0.14915629	0.13621096	0.42547926	0.071976714
a11	0.007452322	0.18484144	0.32776695	0.05574916	0.07241851	0.09470057	0.25707105
a27	0.097693495	0.10689291	0.10477165	0.3372189	0.22842543	0.10443148	0.020566132
a31	0.13887271	0.112549454	0.0931217	0.15306696	0.14087613	0.30758733	0.053925652
a0	0.025997298	0.15625268	0.12412783	0.07860888	0.096937	0.1312148	0.38686153
a31	0.109775126	0.112497605	0.110082716	0.26995784	0.21730688	0.1409097	0.039470192
a18	0.0014128697	0.046627544	0.102500655	0.13011758	0.12427018	0.22246626	0.3726049
a31	0.09803281	0.10266424	0.11140878	0.40009382	0.22478595	0.049573082	0.013441239
a46	0.0007598467	0.02607854	0.12048433	0.13994245	0.12242324	0.2426013	0.34771022
a14	0.09867069	0.10066651	0.11422098	0.4275922	0.2173105	0.03039797	0.011141188
a8	0.12165502	0.11751849	0.115187906	0.19355597	0.17108953	0.21543013	0.06556302
a31	0.14998074	0.14186057	0.13911249	0.20322837	0.17536196	0.13074268	0.059713088
</S>	0.06940552	0.08891716	0.08049537	0.07086431	0.07547518	0.16515885	0.44968364
