 	ora	ho	finito	di	scrivere	</S>
a23	0.8536208	0.14538212	0.00018015863	0.00075925316	1.5249083e-05	4.243494e-05
a31	0.67322135	0.24755757	0.06485977	0.0004170607	0.00018582883	0.013758412
a28	0.25861475	0.6170672	0.11392248	0.010310944	1.3638335e-05	7.103002e-05
a31	0.64750534	0.25401548	0.096586965	0.0011179739	0.00012955103	0.00064470695
a41	0.47774076	0.5166629	0.003080845	0.0024364984	1.4701737e-05	6.433107e-05
a21	0.38192058	0.44401187	0.16087303	0.0043950425	0.00019221954	0.0086073615
a24	0.97100943	0.014465101	0.010193026	0.002150921	0.0012495213	0.0009319454
a31	0.430483	0.075287804	0.00871186	0.029657805	0.3143009	0.1415586
a39	0.07572053	0.09522137	0.6533459	0.048782274	0.083670095	0.043259744
a31	0.08981847	0.04073042	0.020998701	0.012035826	0.6926136	0.14380297
a28	0.004508354	0.0019357874	0.07896555	0.05500749	0.5681744	0.29140842
a31	0.091422565	0.13094442	0.0774759	0.24747404	0.27640498	0.17627808
a20	0.0016065774	0.017911842	0.024283534	0.11090941	0.3821672	0.4631214
a37	0.07580197	0.09490176	0.07314861	0.50251174	0.14042301	0.1132129
</S>	0.10848929	0.14797664	0.09805398	0.24294621	0.22146319	0.18107061
