 	il	lenzuolo	vuole	lavato	</S>
a31	0.99227166	0.007017602	0.00014615608	0.00050931907	5.5259785e-05
a7	0.7876703	0.091711126	0.11795539	0.0023664422	0.0002967231
a31	0.010220375	0.5832565	0.4060092	0.00034302304	0.00017093704
a0	0.24497424	0.62943035	0.12525198	0.00021055796	0.00013282815
a17	0.054443914	0.81010044	0.1339574	0.00085078087	0.0006473937
a13	0.5591059	0.4061736	0.019163232	0.013842761	0.0017144921
a31	0.008102679	0.043492418	0.20523068	0.40061495	0.3425593
a17	0.007767918	0.11609936	0.38271707	0.33535254	0.15806307
a8	0.090436466	0.086776614	0.2951256	0.4171348	0.110526554
a31	0.17236842	0.09792283	0.2854786	0.37696975	0.06726044
a24	0.18896838	0.058538556	0.32068425	0.08825304	0.34355578
a46	0.23690416	0.08716198	0.07546241	0.5202186	0.08025282
a24	0.11535165	0.11077697	0.104679674	0.5731011	0.09609062
a37	0.35664257	0.10313011	0.07160707	0.4115271	0.05709318
a31	0.16978948	0.106928125	0.090774775	0.54260343	0.08990428
</S>	0.3709999	0.1876625	0.15322132	0.09922314	0.18889317
