 	che	non	li	aspetiamo	</S>
a20	0.014559515	0.0010734453	0.0011735254	0.98308325	0.000110251916
a8	0.08378062	0.139026	0.5937784	0.18276079	0.00065425056
a7	0.013353083	0.022241922	0.025549235	0.9374358	0.0014198581
a35	0.0018824488	0.0061086635	0.32241875	0.6641299	0.005460202
a46	0.00048947235	0.0041917446	0.95988077	0.032386366	0.0030516437
a31	0.11173745	0.029354736	0.31060812	0.54397976	0.0043199733
a11	0.008675014	0.0040060477	0.12086697	0.86343473	0.0030172074
a31	0.28587565	0.017763749	0.1828321	0.508282	0.005246554
a0	0.021670805	0.0059600314	0.08068428	0.8888805	0.0028043769
a31	0.15215759	0.0075589325	0.06826244	0.7660357	0.005985279
a30	0.106011905	0.02016722	0.037086364	0.8024472	0.034287345
a0	0.26175037	0.04788957	0.07449996	0.5421348	0.07372531
a31	0.17865686	0.14243251	0.3659555	0.20816804	0.10478713
</S>	0.31044468	0.33073023	0.24323341	0.015974982	0.09961662
