 	l	ho	sentito	quando	veniva	</S>
a31	0.9883122	0.00966281	0.0012658903	0.0002928811	0.00043238318	3.3802975e-05
a46	0.032951828	0.724108	3.191027e-05	0.00023085761	0.24250925	0.00016814047
a41	0.7618586	0.19247626	5.4993638e-05	0.00061890064	0.04486518	0.00012595038
a31	0.2425349	0.20545721	0.0004052533	0.0053681834	0.54560393	0.00063053606
a24	0.053935062	0.043572176	0.00021965444	0.048237626	0.8493483	0.004687148
a31	0.12192993	0.047487345	0.0023126935	0.017823147	0.80416363	0.0062832865
a15	0.7475616	0.1881271	0.00044312718	0.008184757	0.052426253	0.0032571591
a46	0.4981277	0.15333816	0.0019069398	0.016665945	0.32886857	0.0010927942
a31	0.079001784	0.0031842578	9.411081e-05	0.000693451	0.9086345	0.0083918935
a0	0.00046387236	0.012374378	0.016182486	0.044524573	0.9034207	0.023034073
a41	0.7909333	0.029894948	0.007145521	0.0076830266	0.14421642	0.02012668
</S>	0.8229917	0.06422508	0.010226564	0.013654019	0.063567884	0.025334653
