 	Marika	è	che	si	sposa	domani	</S>
a27	0.4702697	0.15538226	0.16420123	0.17356756	0.01750795	0.016882671	0.0021885573
a37	0.8852818	0.0078026433	0.014896236	0.08530202	0.005722899	8.040539e-06	0.0009864712
a31	0.7454487	0.0011719955	0.0017099384	0.18921983	0.060004488	0.00044608154	0.0019989756
a11	0.02187538	0.00044944286	0.006324518	0.8862184	0.080508746	1.7077135e-05	0.004606392
a31	0.16568968	0.00015747003	0.013492351	0.7303857	0.0891998	3.5150555e-05	0.0010397772
a37	0.46802664	0.0005447036	0.044397675	0.39555237	0.062841006	0.0013110249	0.02732658
a31	0.06113223	0.00068927486	0.008696809	0.6143235	0.31402305	0.000252671	0.00088246824
a6	0.38074917	0.0005387344	0.00482463	0.44177678	0.17204282	1.6262695e-05	5.1592026e-05
a20	0.9525635	0.0012776385	0.007181048	0.022346376	0.015982253	0.00012876953	0.00052046677
a31	0.9571002	1.6709952e-05	6.4010295e-05	0.035572954	0.0048793717	0.00028076407	0.0020860496
a20	0.68293846	0.00052303885	0.0004447558	0.14379556	0.15740564	0.00366452	0.011227914
a31	0.9057537	0.0014629321	0.0037527895	0.06959051	0.01063457	0.0050056637	0.0037998806
a0	0.11455715	0.005086403	0.022923013	0.68107235	0.060264587	0.040059928	0.07603656
a20	0.4256549	0.048037894	0.060966283	0.074961424	0.068304464	0.22456312	0.09751196
a31	0.46317482	0.069304325	0.11157053	0.048705034	0.07535465	0.13354887	0.09834174
</S>	0.033115722	0.13915594	0.46773332	0.034154125	0.077077255	0.09947957	0.14928412
