 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.35243133	0.38411427	0.16720645	0.087943874	0.0070590903	0.0012449273
a31	0.22632428	0.52579397	0.024993178	0.21663451	0.0017379967	0.0045161317
a8	0.00614409	0.052619133	0.7088864	0.2284261	0.00013310101	0.0037911164
a31	0.0027051824	0.37937963	0.33592024	0.27994862	0.00020373007	0.0018426212
a15	0.0019597083	0.090661764	0.78277624	0.123568505	4.9184295e-05	0.0009846911
a13	0.0031974043	0.24844529	0.6376536	0.10478459	0.0042256825	0.0016934692
a24	0.011563946	0.68679297	0.16854969	0.118831985	0.0107596535	0.0035018385
a31	0.0022208004	0.14917666	0.23406984	0.27472308	0.2051336	0.13467601
a18	6.463594e-05	0.0020846173	0.024127467	0.9712198	0.00071891857	0.0017846564
a31	0.0025681218	0.038514555	0.14185783	0.78567404	0.020530999	0.0108543895
a20	0.00019648172	0.0006991078	0.020679932	0.9397119	0.012321854	0.026390659
a11	0.007823496	0.01102586	0.057126205	0.9147527	0.004750814	0.004520876
a8	0.007467688	0.057150997	0.22970411	0.064297296	0.46536273	0.17601715
a31	0.02871268	0.017052602	0.28588676	0.45780045	0.15202384	0.058523726
a8	0.0038446907	0.01101836	0.13756561	0.07715517	0.07185227	0.6985639
a31	0.1138776	0.028988002	0.1294986	0.5622942	0.12590876	0.039432816
</S>	0.10803623	0.10681118	0.25573456	0.08373111	0.22754702	0.21813995
