 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.26760083	0.4210281	0.10426942	0.08313844	0.0039689047	0.009837544	0.034731045	0.06533296	0.010092727
a29	0.039653286	0.09432989	0.019879553	0.00026705093	0.62591714	3.7149348e-05	0.025004834	0.19068325	0.004227871
a31	0.001879267	0.18819468	1.7716027e-05	7.708742e-07	0.15273207	1.6571194e-05	0.14450029	0.506247	0.00641169
a20	0.07842001	0.047225554	0.0025288905	0.00010002803	0.15225294	4.6826164e-05	0.12966503	0.5767875	0.012973253
a31	0.0034940406	0.10173001	0.00015833849	7.068513e-06	0.16706787	0.0001466172	0.08246053	0.6405928	0.004342664
a28	0.46284774	0.08852459	0.011096063	0.0005814464	0.23561364	0.0011979302	0.033469833	0.16294335	0.0037254614
a3	0.004886867	0.20003645	0.0007401548	7.372084e-05	0.06038844	0.00025986636	0.019687273	0.70840144	0.005525755
a35	0.1639248	0.76126534	0.004166082	0.00019977751	0.0058779367	0.0013451368	0.012822222	0.04596946	0.004429289
a31	0.16543499	0.81032217	0.0019247965	2.0729143e-05	0.008860234	5.5338693e-05	0.0008225406	0.012292462	0.00026675971
a20	0.024447897	0.14693473	0.0058735134	0.00058514543	0.089044586	0.0061583305	0.21337643	0.4333667	0.08021267
a31	0.027970089	0.95632344	0.0010825759	0.00013303294	0.0059287264	0.00014288502	0.0006220155	0.007026196	0.00077109656
a28	0.05448407	0.09378097	0.2435769	0.01820654	0.30400312	0.05400236	0.07968452	0.092687204	0.0595743
a13	0.08189113	0.85345984	0.0066236453	0.004307787	0.01170654	0.0023275274	0.0024952346	0.036082696	0.0011056594
a41	0.04223869	0.79858786	0.024625722	0.010266292	0.05672919	0.014500328	0.011265406	0.025028937	0.01675751
a28	0.044524804	0.5657909	0.020499513	0.015737426	0.18579464	0.02380883	0.038036462	0.038747914	0.06705947
a31	0.04741542	0.5763994	0.017380806	0.0031052511	0.09377525	0.007123212	0.037356004	0.05168942	0.16575529
a20	0.0021838981	0.049478468	0.025520587	0.013207471	0.10019701	0.031215027	0.10075796	0.51277953	0.16466013
a31	0.09144236	0.40737382	0.04569823	0.08422514	0.06939135	0.11932396	0.051705305	0.09244264	0.038397193
a24	0.008687308	0.2195947	0.16189304	0.06438063	0.08514972	0.08970407	0.037595425	0.1891332	0.1438619
a46	0.12001854	0.342912	0.06625968	0.10415327	0.042646285	0.15373005	0.053603124	0.083010346	0.033666726
</S>	0.11847352	0.13685699	0.09387977	0.20707007	0.07320902	0.2814982	0.049884707	0.015386768	0.023740936
