 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.9341723	0.06176583	0.0014959075	0.00080100406	0.00013776733	0.0011924776	0.00043474144
a31	0.49490407	0.30883768	0.043342087	0.0058075967	0.0037927988	0.13529776	0.008017984
a37	0.802626	0.013605024	0.11935934	0.0012263148	0.004737612	0.05746126	0.0009844821
a31	0.017941382	0.12978475	0.35760364	0.04198234	0.008913725	0.43856567	0.0052084136
a13	0.12998316	0.39321858	0.40660822	0.009896087	0.003944768	0.0438229	0.01252626
a31	0.03291319	0.3213126	0.11635723	0.017908035	0.0012541019	0.49938592	0.010868948
a43	0.027808858	0.20154524	0.48825002	0.005810883	0.0005848025	0.27315372	0.002846551
a31	0.011962969	0.83529043	0.02189523	0.0044150907	0.00034058644	0.12325666	0.0028390745
a20	0.0065567843	0.0926123	0.28694013	0.008969958	0.00052577554	0.5985613	0.0058338386
a31	0.015960047	0.9246014	0.02717609	0.0056557087	0.0011467625	0.024688553	0.0007715448
a11	0.0002864813	0.8440363	0.061889954	0.0069218324	0.00048012522	0.08540382	0.0009815434
a31	0.010393588	0.92937374	0.0287107	0.017488146	0.0013078662	0.0111837275	0.0015422958
a30	0.0014271924	0.8831608	0.03315894	0.005560928	0.0029309927	0.07298846	0.0007725478
a31	0.015603762	0.90005434	0.01975113	0.016607108	0.0035045324	0.03694222	0.0075368346
a42	0.00042193208	0.98944443	0.005215736	0.0014922884	0.0005214813	0.0020382036	0.00086593337
a20	0.42357516	0.38488767	0.102433465	0.03795761	0.024459152	0.016493231	0.010193758
a31	0.020899964	0.6339997	0.027941622	0.018078582	0.05700346	0.09384373	0.14823285
a20	0.01770836	0.10620234	0.032761246	0.018729564	0.19211732	0.28827795	0.34420323
</S>	0.44970325	0.3212098	0.056134235	0.044629365	0.04134286	0.044122417	0.042858083
