 	forse	sono	usciti	</S>
a23	0.94616455	0.020455774	0.030186214	0.0031934225
a31	0.97615165	0.022514384	0.0009816329	0.00035232815
a23	0.9968225	0.0017666394	0.00039583247	0.001015072
a31	0.99412054	0.0035044537	0.0005982246	0.0017768466
a10	0.8390427	0.0011924814	5.008829e-05	0.15971468
a37	0.94627714	0.0062575527	0.04395756	0.0035078297
a31	0.9412186	0.011428049	0.041043732	0.0063097207
a37	0.9819712	0.00055592007	0.002856665	0.014616258
a31	0.21478525	0.123386666	0.433687	0.22814111
a39	0.65310264	0.0011719684	0.0067179766	0.33900747
a31	0.08216248	0.53617203	0.33425134	0.047414154
</S>	0.01162801	0.010866442	0.06754496	0.90996057
