 	forse	non	li	ha	a	casa	</S>
a28	0.24288298	0.34486312	0.32137084	0.025799919	0.006313913	0.04811581	0.010653495
a10	0.6574601	0.089287594	0.016583575	3.5594036e-05	0.00018182558	0.23253049	0.0039207977
a31	0.0010320534	0.06816989	0.0150256	1.9018134e-06	5.545744e-06	0.91291374	0.0028513104
a21	0.064138554	0.024950404	0.07380989	0.004690287	0.0015271029	0.81687295	0.014010739
a37	0.043532953	0.032429803	0.013983356	8.782271e-05	0.0008083323	0.9075753	0.0015823647
a31	0.09411166	0.046043526	0.031088553	7.572183e-05	0.00012918965	0.8151574	0.013393949
a37	0.0006742501	0.010643098	0.067479245	3.269654e-05	1.8800807e-05	0.91655487	0.0045970767
a31	0.008032624	0.006094384	0.008911992	0.00013386946	0.00035573693	0.9729603	0.0035110682
a37	0.050887473	0.10332706	0.24474008	0.0019569441	0.000102716425	0.5474721	0.05151358
a31	0.02152328	0.026637806	0.02957183	0.0006335824	0.0003473593	0.9184317	0.002854556
a21	0.62221175	0.086233824	0.20971528	0.040561683	0.0069491486	0.03362106	0.00070735114
a31	0.013059056	0.033418886	0.022149213	0.0007201494	0.00011886279	0.9286648	0.0018689979
a20	0.892603	0.014064475	0.015329052	0.010319675	0.0022031507	0.06461724	0.00086348975
a31	0.09204057	0.22166477	0.20037931	0.019130368	0.0032557047	0.45540774	0.008121478
a37	0.5912313	0.044482987	0.028225696	0.006763606	0.00011797664	0.32646486	0.002713521
a33	0.2527677	0.21448168	0.41938522	0.0593858	0.012235099	0.039718922	0.0020255884
</S>	0.21727653	0.1992488	0.29118627	0.050583992	0.18067516	0.043290965	0.017738253
