 	io	non	ho	niente	da	mangiare	</S>
a8	0.67765	0.13907929	0.047714222	0.11990391	0.001000452	0.0125527	0.0020994877
a31	0.40439036	0.023619575	0.0025049709	0.5154431	0.00024762144	0.052083205	0.0017111521
a8	0.0024041117	0.00035213862	0.00015769638	0.013307475	0.0003143806	0.98194504	0.0015191489
a20	0.045891855	0.010311836	0.00020682495	0.8038299	3.2701526e-05	0.13957164	0.00015525287
a31	0.10868486	0.020229777	0.0009069708	0.028350383	0.0003102387	0.8384826	0.0030350904
a14	0.04314834	0.011725479	0.015019085	0.44179448	0.0004992006	0.47858614	0.009227201
a31	0.021820018	0.0141147785	0.0003828161	0.09546332	0.00034596678	0.86745346	0.00041958605
a13	0.38897994	0.033082705	0.04336824	0.13560595	0.0011184271	0.3958757	0.001969178
a37	0.015091832	0.008187359	0.00017309867	0.30167875	0.0008863366	0.672915	0.0010676405
a10	0.37808558	0.107440434	0.006175381	0.07084162	0.007916625	0.4218874	0.007652949
a20	0.018033508	0.016399272	0.0016910282	0.213543	0.004039699	0.74018687	0.0061065913
a7	0.46839008	0.034311727	0.0019443717	0.42335176	0.011314019	0.05729159	0.0033963975
a18	0.29279062	0.19274129	0.013463706	0.39591378	0.058995795	0.024982011	0.021112733
a44	0.026243849	0.0190351	0.0044705193	0.92510366	0.00448175	0.013424527	0.007240553
</S>	0.026000675	0.007765014	0.0027933319	0.90600765	0.006795203	0.038218297	0.012419894
