 	è	facile	che	stanno	ancora	svegli	</S>
a31	0.024922052	0.96415365	0.0045762863	0.0016150638	0.0007351578	0.0031250329	0.00087287335
a39	0.050315578	0.3848458	0.3162511	0.0761816	0.13619132	0.035898283	0.00031635226
a31	4.8274247e-05	0.97072405	0.00320699	0.0036547743	0.022150634	0.000106189014	0.0001090141
a0	0.0004411445	0.6357451	0.07543236	0.019883657	0.26593968	0.0003069623	0.002251131
a31	1.7956057e-05	0.97822285	0.0025593508	0.002404331	0.01666798	7.6027725e-05	5.1552255e-05
a13	0.00034338006	0.8360577	0.0702322	0.013297458	0.07887336	0.00015724864	0.001038605
a31	0.000196443	0.7806366	0.0029538197	0.033770658	0.18017481	0.002202149	6.555651e-05
a37	0.0018042128	0.6218367	0.20432505	0.02188433	0.14288102	0.0009638348	0.006304815
a31	0.002128483	0.48443225	0.07450468	0.1167151	0.311336	0.010183733	0.00069972716
a11	0.0053843237	0.43446413	0.14330167	0.031481586	0.34484953	0.009796445	0.030722242
a39	0.0050924732	0.5192611	0.11042273	0.13536425	0.17599218	0.053028516	0.0008387845
a0	0.0004923821	0.9740742	0.00262102	0.006510241	0.013762873	0.0015636861	0.0009757899
a41	0.0046292394	0.9038708	0.0047083767	0.026581317	0.03326241	0.015115766	0.011832162
a0	0.03979179	0.28770646	0.028934626	0.18773264	0.33739933	0.0814583	0.036976833
a20	0.036720533	0.20139344	0.02317612	0.24237934	0.33979976	0.11671264	0.03981816
a31	0.067933254	0.12586173	0.043038428	0.2163746	0.3840212	0.111740656	0.05103006
a30	0.32846448	0.26170444	0.015823714	0.12272603	0.1878576	0.04693127	0.036492463
a41	0.13132532	0.13303615	0.108398646	0.1849573	0.18614715	0.14778207	0.10835338
a31	0.13525845	0.13553193	0.13314013	0.17671269	0.15449637	0.14976944	0.11509096
</S>	0.44344682	0.21814346	0.017319374	0.10966149	0.094045386	0.0700261	0.047357272
