 	sto	ancora	cucinando	</S>
a20	0.34430066	0.6472529	0.0081989225	0.0002474982
a31	0.55876267	0.3846656	0.056174856	0.00039690256
a37	0.041352462	0.86129284	0.09714072	0.0002139704
a20	0.045002494	0.35765883	0.5955966	0.00174215
a31	0.08616989	0.60720706	0.30647084	0.0001522154
a30	0.21821217	0.24875806	0.52916163	0.0038680984
a46	0.20235793	0.3281083	0.4687859	0.00074782036
a31	0.39052436	0.36369246	0.24533495	0.0004482389
a39	0.035726067	0.08555099	0.87573	0.002992879
a15	0.7946905	0.025177004	0.16810903	0.012023546
a20	0.85975814	0.014792801	0.12233719	0.0031119701
a22	0.74953824	0.04508476	0.14864548	0.056731477
a31	0.65781987	0.07429856	0.1987817	0.0690999
a46	0.18810341	0.107671894	0.519384	0.1848406
</S>	0.29972765	0.18520957	0.2838284	0.23123439
