 	dove	aveva	per	stare	non	aveva	</S>
a24	0.9890225	0.0058860206	0.003893213	0.0005991735	0.00037997187	0.00016371338	5.5242548e-05
a20	0.971601	0.0004546267	0.0054504056	0.00022861897	0.020979676	0.00082964794	0.00045597597
a13	0.94121015	0.000270645	0.00043264416	0.003161137	0.043415748	0.000761725	0.010747973
a37	0.87176806	0.0030225718	0.046806205	0.023930853	0.016448984	0.014969145	0.02305415
a24	0.7359218	0.004064743	0.109265976	0.054483477	0.05143652	0.027589133	0.017238466
a31	0.43087655	0.005738783	0.07488802	0.06016987	0.13519487	0.1700902	0.12304164
a20	0.05554406	0.00011083124	0.017823761	0.15881784	0.73664534	0.01271415	0.018343998
a0	0.9078189	0.0011651461	0.040563017	0.011132938	0.023698973	0.011008871	0.004612237
a20	0.76221395	0.012197259	0.04349594	0.080875434	0.011290868	0.06347586	0.026450634
a31	0.60452676	0.015175366	0.15751955	0.11769721	0.018707845	0.052135363	0.03423793
a8	0.04735949	0.0004925597	0.053840343	0.35929942	0.24443777	0.051423512	0.24314688
a23	0.6614804	0.02385852	0.17611851	0.021279136	0.062364776	0.041362796	0.013535855
a38	0.65988183	0.041661765	0.13051482	0.09208894	0.02883598	0.037587907	0.009428818
a33	0.2913338	0.09969546	0.109849125	0.11440697	0.11198164	0.18149772	0.09123529
a31	0.22912192	0.095235266	0.16989993	0.11906782	0.06103718	0.21723737	0.10840049
a24	0.06846622	0.025086988	0.12056347	0.120233364	0.5157449	0.030220136	0.11968493
a18	0.6820127	0.023937117	0.060560826	0.073641494	0.041054092	0.07307064	0.045723256
a31	0.124550544	0.10874634	0.1402316	0.1313207	0.09140652	0.3219047	0.081839584
a33	0.036918662	0.094706304	0.21901253	0.15277033	0.124750435	0.06757577	0.30426604
</S>	0.54648286	0.06418134	0.08466881	0.09372037	0.058424737	0.10494642	0.0475755
