 	mi	si	gonfiò	il	dito	</S>
a41	0.98866266	0.010806547	0.00028789026	3.136417e-05	0.00020259629	8.9733285e-06
a20	0.177618	0.033515535	0.0007569174	0.06336165	0.7211369	0.0036109372
a39	0.47609335	0.31442666	0.0006754668	0.004626191	0.20216608	0.0020122307
a31	0.24048854	0.51934975	0.005162193	0.007832179	0.22537112	0.0017962202
a37	0.93482	0.043039873	4.0964704e-05	0.0020069291	0.019574083	0.00051814766
a21	0.0460084	0.871663	0.00052394124	0.026360061	0.054507777	0.0009368717
a38	0.43263614	0.5049575	0.0012483327	0.0048825424	0.056068838	0.00020666415
a18	0.05425984	0.9015661	0.0036418533	0.0033051115	0.03599963	0.0012275225
a46	0.0103579005	0.9194186	0.0026536789	0.0026373581	0.06272535	0.00220702
a31	0.04870384	0.84846604	0.0079538645	0.007825915	0.06528835	0.021762097
a20	0.01983286	0.024629472	0.0058643147	0.05338038	0.8735721	0.022720963
a46	0.0059247646	0.93284065	0.0007985757	0.0037275832	0.049731147	0.0069773383
a31	0.026974754	0.75470585	0.023565749	0.052243177	0.13749406	0.0050164713
a8	0.07493727	0.13132448	0.03484777	0.17522651	0.05024407	0.53341985
a31	0.04595061	0.6835977	0.014835945	0.027992988	0.22544357	0.0021792136
</S>	0.54839957	0.15572463	0.084856376	0.05371792	0.009853143	0.14744835
