 	vuole	andare	a	Lecce	</S>
a20	0.990244	0.0021437819	0.0010913567	0.006458085	6.281168e-05
a31	0.9559434	0.0036480175	0.008329661	0.03120707	0.0008717874
a18	0.9677606	0.024391504	0.0043087243	0.00046965614	0.003069578
a46	0.8126552	0.00039933395	0.15437354	0.022990854	0.00958109
a37	0.95862687	0.00012085607	0.0031012194	0.037918277	0.00023267332
a23	0.20777023	0.0040671886	0.059521522	0.72409195	0.00454914
a18	0.097676285	0.005091047	0.024749333	0.8662158	0.0062675136
a38	0.0035375177	0.0021871282	0.0010174495	0.9908289	0.0024290637
a37	0.012798006	0.006469479	0.004627913	0.96946543	0.006639138
a31	0.030021943	0.25015053	0.18278816	0.28598592	0.25105345
a20	0.037302956	0.021780461	0.15214416	0.31624946	0.47252297
</S>	0.0647651	0.2729559	0.18584637	0.40867743	0.06775528
