 	il	muro	vuole	uno	specchio	</S>
a46	0.9379127	0.055971928	0.002026414	0.0005377098	0.0034857572	6.549328e-05
a31	0.8977229	0.015323158	0.08578832	0.00011419541	2.7390985e-05	0.0010241454
a24	0.0013241706	0.99773175	0.0009348183	9.008451e-07	2.51128e-07	8.135878e-06
a37	0.7029778	0.005229518	0.28932837	0.0015247369	1.1318295e-05	0.00092816335
a18	0.92550814	0.0013178971	0.030222297	0.03981	0.0015986185	0.0015430182
a20	0.9296399	0.00076748803	0.011601717	0.0458896	0.0055740443	0.0065274416
a41	0.87597233	0.00096399133	0.027986746	0.038274016	0.019241972	0.037560783
a31	0.29892403	0.0044394787	0.066792406	0.12714724	0.14961845	0.35307837
a11	0.82736117	0.0069910227	0.027557079	0.011652244	0.036645435	0.0897931
a31	0.24980229	0.016722772	0.11663276	0.059846696	0.16689926	0.3900962
</S>	0.34654167	0.035120185	0.042156443	0.04643559	0.08324344	0.44650266
