 	tu	quante	bottiglie	hai	rotto	dieci	</S>
a21	0.99151355	0.0062242723	0.0005816166	0.0007083753	0.000757062	0.00017935626	3.5795318e-05
a20	0.6175881	0.23751624	0.053282633	0.052016824	0.02434247	0.0010208606	0.014232836
a35	0.80454165	0.15739284	0.024538191	0.011385049	0.0011602814	0.0003516574	0.0006303105
a20	0.39706996	0.50528044	0.06836789	0.024842221	0.0030039947	0.0006309317	0.00080449576
a38	0.62190723	0.26996878	0.051461264	0.03635159	0.016107371	0.0016563304	0.0025474944
a31	0.3736479	0.4540803	0.066376485	0.0680725	0.031024616	0.0018673007	0.0049308687
a18	0.6455666	0.26105794	0.060327854	0.008673496	0.008105929	0.013164753	0.003103445
a23	0.0073717427	0.10968942	0.37704378	0.50283915	0.0025752787	0.00012465009	0.0003559882
a24	0.030268298	0.3668745	0.38109493	0.2190663	0.002103741	2.8080216e-05	0.0005641587
a37	0.019014766	0.019088106	0.5017732	0.43345487	0.009140936	0.00086115487	0.016666947
a20	0.043821655	0.020705491	0.5156736	0.41337258	0.0028176967	0.0004612388	0.0031477895
a31	0.15206522	0.03606358	0.4109357	0.3799512	0.008008449	0.0031663957	0.009809415
a20	0.1525068	0.031287916	0.6054303	0.20776384	0.00029027523	0.00023290506	0.0024880513
a33	0.8344311	0.01443124	0.016971301	0.023670403	0.03836934	0.037163097	0.034963477
a31	0.39439315	0.05239458	0.037048478	0.07231024	0.15259045	0.18485592	0.10640712
a20	0.12910202	0.11806442	0.38268307	0.31166258	0.0063250647	0.007884923	0.044278
a31	0.20703964	0.03335602	0.02397234	0.061064497	0.2314841	0.28075954	0.16232389
a20	0.26298645	0.088599235	0.21208052	0.1448776	0.028858066	0.046380665	0.21621746
a31	0.07585537	0.054388437	0.03865736	0.08719508	0.24898076	0.37163535	0.12328768
</S>	0.17710666	0.04190911	0.067334004	0.05079831	0.06334149	0.11335085	0.48615953
