 	si	è	rotta	la	coppa	</S>
a31	0.7901837	0.18956852	0.008892785	0.0022437999	0.008046245	0.0010649153
a20	0.0638777	0.1071359	0.02469988	0.79783076	6.115103e-05	0.0063946447
a19	0.9645639	4.9892285e-05	0.0027683568	0.03250565	4.545531e-05	6.669261e-05
a18	0.98787326	3.3223932e-05	0.0039404496	0.006281898	0.0013055928	0.00056545384
a27	0.88084877	0.0014508805	0.019900195	0.03706998	0.055965275	0.0047650365
a31	0.44775394	0.003917521	0.061709046	0.20866886	0.2172821	0.060668647
a39	0.22770977	0.016827917	0.09177491	0.4784932	0.08802543	0.097168736
a31	0.09309726	0.0368597	0.14725457	0.40166408	0.11791156	0.20321286
a46	0.011937745	0.27981746	0.17363875	0.11387719	0.124175355	0.29655352
a31	0.20899723	0.052519377	0.21061231	0.21042079	0.23250444	0.08494579
a20	0.01296725	0.21964633	0.3628467	0.12786078	0.111439444	0.16523944
</S>	0.08561636	0.07255481	0.15010127	0.17066415	0.4336408	0.08742263
