 	voglio	un	forno	che	vende	rustici	</S>
a31	0.6875405	0.25741738	0.03332021	0.0018622222	0.0066269925	0.012590486	0.00064228405
a37	0.102447145	0.22202167	0.42897132	0.0669371	0.06681729	0.1075304	0.005274988
a31	0.00031034733	0.6612751	0.024546586	0.05885674	0.203294	0.051292013	0.00042524436
a17	0.033054106	0.56253475	0.1346738	0.11437403	0.079245545	0.07015746	0.00596033
a20	0.0044850656	0.23722355	0.01750293	0.09889471	0.41073444	0.23038587	0.0007734222
a31	0.047885895	0.5965536	0.1598941	0.007839366	0.06647851	0.120617494	0.00073109195
a41	0.031829853	0.1344124	0.4827967	0.2931968	0.023561105	0.033942256	0.0002609638
a24	0.080127686	0.15498798	0.050826356	0.018554673	0.16696706	0.52796185	0.00057434296
a31	0.010247882	0.3847555	0.08645502	0.0467899	0.103255354	0.13355343	0.23494288
a39	0.00727433	0.019501485	0.2683767	0.123549156	0.17518084	0.26604652	0.14007099
a31	0.12796457	0.19206533	0.08837124	0.010038427	0.28965783	0.28400713	0.007895424
a8	0.12704003	0.061089307	0.12430739	0.03485956	0.008650336	0.023394832	0.6206585
a26	0.30039597	0.18277141	0.07391636	0.06663276	0.255912	0.11792914	0.0024423741
a23	0.26107538	0.09862344	0.046017416	0.10177233	0.3097306	0.16498451	0.017796231
a31	0.26386127	0.08157112	0.06710587	0.091146804	0.35605055	0.1302188	0.010045611
a20	0.042786308	0.15451527	0.2706833	0.24586928	0.05366227	0.0602912	0.17219235
a39	0.11085767	0.073664956	0.059551276	0.095259465	0.42626506	0.21462835	0.019773291
a11	0.24982429	0.07763575	0.060480088	0.086448684	0.33339795	0.16702242	0.025190748
a37	0.21834871	0.06649525	0.04954205	0.082018554	0.34210986	0.20371464	0.037770852
a14	0.23216182	0.07963669	0.06710586	0.09315615	0.31655622	0.1778114	0.03357186
a24	0.24897121	0.07716748	0.06406371	0.09022946	0.29404292	0.18191218	0.04361306
a28	0.31107137	0.07127454	0.057858273	0.0822655	0.26101273	0.1695542	0.04696332
a20	0.12254684	0.094024286	0.056495193	0.08110526	0.33396265	0.20594355	0.10592224
a8	0.20179433	0.10385817	0.09765192	0.11332619	0.2615979	0.1633289	0.058442567
</S>	0.16311786	0.11992187	0.11773254	0.12672581	0.2891715	0.14633116	0.0369993
