 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a31	0.2638947	0.46632653	0.019497132	0.0140087465	0.021251997	0.009657416	0.013647963	0.08877237	0.0119351	0.07387969	0.017128425
a37	0.025270507	0.39816856	0.0017444184	0.03327521	0.00036930357	0.22631489	0.09394103	1.1425177e-06	0.019923579	0.19658378	0.0044075595
a31	0.0047677606	0.46881709	1.4681289e-05	0.000729698	0.0010734184	0.20770031	0.04012516	1.9819124e-07	0.06334173	0.21112931	0.00230059
a20	0.16359963	0.1362275	0.00031431083	0.007942818	0.00038329186	0.15660037	0.18049921	3.36841e-06	0.047931824	0.29549533	0.011002298
a31	0.0020798338	0.20492262	0.00015774321	0.0019233173	0.0045198435	0.039220512	0.009714479	1.3890526e-06	0.04181997	0.6917333	0.003906966
a20	0.29049122	0.16789494	0.0023332222	0.07386974	0.009770083	0.10308071	0.1487572	6.672513e-05	0.017745271	0.17914759	0.0068433075
a31	0.011983937	0.30504072	0.0011506737	0.008457033	0.018426865	0.03113547	0.009320125	4.1184732e-05	0.029832235	0.5801663	0.004445456
a11	0.5304587	0.13761191	0.009075896	0.03847858	0.009091394	0.12048971	0.11541377	5.9043785e-05	0.011501759	0.025555467	0.002263818
a31	0.030460013	0.7279624	0.0038657435	0.037907664	0.017082363	0.021437254	0.040299006	0.0012616378	0.02296108	0.091903456	0.0048593804
a20	0.754606	0.031426273	0.004990643	0.0054296227	0.004308625	0.07209648	0.010052642	5.2926076e-05	0.038499504	0.07648469	0.002052632
a31	0.06878176	0.59639335	0.006291418	0.15282944	0.020979395	0.025615856	0.07921076	0.023787942	0.0084841	0.013969786	0.003656222
a29	0.6259408	0.13997576	0.010657352	0.024597632	0.0024858462	0.06922697	0.018038642	0.0006148238	0.023416402	0.083683036	0.0013628446
a46	0.12837313	0.54504156	0.007357257	0.0590292	0.021585839	0.0539247	0.034983017	0.11033924	0.012414502	0.017729139	0.009222525
a18	0.04922909	0.1817639	0.035243563	0.09186878	0.2106209	0.01493508	0.0833224	0.2697893	0.03542492	0.011222701	0.016579371
a31	0.041364413	0.134357	0.024093524	0.026047187	0.07733028	0.02487821	0.105599925	0.078620076	0.121926844	0.095414504	0.270368
a28	0.0028741874	0.07882863	0.3694925	0.023471335	0.0055124303	0.053579472	0.1375488	0.013795454	0.073593825	0.13208401	0.10921938
a20	0.10802026	0.128567	0.03008656	0.08279041	0.23200421	0.021055909	0.060962163	0.28611562	0.03795768	0.005752052	0.0066881436
a41	0.0920221	0.09575695	0.06587313	0.0501781	0.23100843	0.014870321	0.017933918	0.3409531	0.052043933	0.011120099	0.028239911
a28	0.06382383	0.06973204	0.053910445	0.057207868	0.26631737	0.012105877	0.01055841	0.41528758	0.031698722	0.0062232446	0.013134691
a8	0.08993371	0.12159851	0.057875715	0.03222802	0.13600568	0.024511402	0.044547003	0.20664257	0.08558503	0.059823528	0.14124884
a23	0.061415754	0.060116366	0.052926626	0.056454826	0.27626246	0.013784606	0.012023376	0.4106994	0.03933698	0.004759355	0.012220243
a31	0.08848345	0.06712972	0.06796223	0.05373492	0.25611964	0.012055741	0.012241737	0.3857618	0.041379075	0.004644136	0.010487642
a39	0.023317998	0.086125135	0.25993678	0.02587929	0.008014905	0.022089062	0.14288788	0.025161916	0.060419675	0.25844526	0.08772209
a20	0.046486113	0.047513135	0.040295195	0.061318036	0.27751523	0.022337448	0.033138398	0.35682902	0.07770362	0.011619501	0.025244238
a39	0.10772454	0.08536777	0.07905927	0.044305533	0.21024325	0.01710478	0.0180257	0.36169004	0.0465224	0.007861249	0.02209541
a8	0.08901032	0.07591683	0.06788624	0.04787791	0.22667864	0.018433757	0.017269382	0.37951285	0.0469178	0.007771696	0.022724606
a31	0.058374114	0.053002935	0.051964384	0.05604358	0.2746361	0.015024	0.012131353	0.42317533	0.039957393	0.004418375	0.011272521
a28	0.025694307	0.18474601	0.30385977	0.025917325	0.0146579025	0.013558659	0.0709892	0.04700842	0.038430654	0.17181525	0.103322566
a20	0.042475272	0.04233684	0.040601373	0.058558546	0.28332773	0.02199796	0.026149346	0.3824857	0.069755465	0.009991309	0.022320524
a8	0.08678712	0.06722525	0.06688715	0.04717211	0.22342375	0.021511288	0.021385329	0.3839964	0.049773052	0.008858696	0.022979854
a23	0.05292555	0.048633352	0.048910335	0.056610886	0.2786148	0.016264161	0.013195109	0.42557973	0.04292562	0.0046144766	0.011725993
a8	0.06893037	0.052704733	0.057223383	0.05609951	0.27313602	0.014684775	0.014047848	0.39927888	0.047908872	0.004800626	0.011184935
</S>	0.06931565	0.056840777	0.05882928	0.063572325	0.27341634	0.013604472	0.016439606	0.36871958	0.059714	0.0056733736	0.013874517
