 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
a8	0.402933	0.26398644	0.07207496	0.073816895	0.04664097	0.07919661	0.00090240734	0.04736461	0.013084232
a28	0.4167844	0.31549457	0.19144817	0.013300272	0.0041634897	0.0008092029	0.0009825643	0.05170964	0.005307677
a31	0.4790971	0.03279183	0.053583294	0.0011703195	0.010166125	0.010680131	0.00023667485	0.28951713	0.12275732
a8	0.022859845	0.3286283	0.22830366	0.058833953	0.012953558	0.014991724	0.00046278822	0.32959986	0.0033663344
a31	0.27173737	0.06655948	0.37966785	0.052839424	0.115578786	0.0032215153	1.763499e-05	0.11004089	0.00033700105
a28	0.26701427	0.17935306	0.2392372	0.011935201	0.08047177	0.022501996	0.0007712837	0.12832914	0.07038607
a10	0.1049032	0.33408314	0.17524931	0.014351905	0.06125249	0.060913604	0.0002007549	0.24540201	0.003643556
a39	0.018809902	0.023399927	0.3132055	0.01889871	0.20490208	0.11889313	0.00026571687	0.29588744	0.0057376097
a31	0.34422168	0.07603897	0.040716834	0.003652333	0.0234021	0.09923961	0.00012483863	0.4100422	0.0025614528
a20	0.24287176	0.06663192	0.24689396	0.0009048995	0.042928785	0.36944872	4.0596824e-05	0.028780969	0.0014983555
a31	0.35581762	0.053586647	0.5177812	0.004856157	0.016326958	0.005408074	0.00045084432	0.04415575	0.0016167527
a18	0.42325664	0.06968168	0.2589949	0.0021247393	0.071478084	0.14608549	0.00034298486	0.025361743	0.0026737542
a41	0.102082066	0.039479367	0.80984354	0.01425623	0.017052094	0.0038201178	0.00094151526	0.009286062	0.003238937
a7	0.4658281	0.022270534	0.33953717	0.005282789	0.033033308	0.025516888	0.0006830503	0.09870909	0.009139104
a38	0.461532	0.06052239	0.18684141	0.007923229	0.05495045	0.06502071	0.0010534364	0.13442501	0.027731348
a10	0.12725088	0.011501744	0.8365061	0.00085430476	0.010574151	0.0059314645	0.00037240537	0.004860851	0.0021480906
a31	0.16419324	0.03670608	0.06409681	0.009676101	0.056358144	0.12066968	0.008723515	0.4089996	0.13057691
a46	0.025320815	0.044053778	0.4067276	0.0034523658	0.10604731	0.19661573	0.01993855	0.13042775	0.0674162
a31	0.20291117	0.062256273	0.55327034	0.03560324	0.066871725	0.029927969	0.018105172	0.02163721	0.009416876
a24	0.014993436	0.06293669	0.060226794	0.017630296	0.11308646	0.22733645	0.18919627	0.20014253	0.11445114
a28	0.1745908	0.05244877	0.43119055	0.033477567	0.14371464	0.08536169	0.01102888	0.055147294	0.013039777
a24	0.08914055	0.07156336	0.11442097	0.13798541	0.094475344	0.05750497	0.13084258	0.16225831	0.14180848
a15	0.10921138	0.03227546	0.471725	0.026994899	0.093563855	0.082831025	0.021700714	0.0810416	0.080656156
a24	0.16228445	0.1233404	0.22339813	0.1283127	0.14080141	0.07743409	0.08691067	0.035582725	0.021935474
a21	0.15334302	0.037687033	0.4623908	0.02697885	0.09058272	0.08155855	0.020848515	0.0652395	0.061371
a31	0.13928805	0.104162276	0.25149438	0.1074917	0.13329497	0.09057857	0.08479485	0.05133483	0.037560374
a20	0.06824352	0.0199225	0.046040483	0.008803572	0.021119978	0.0475564	0.056002975	0.49297872	0.23933178
a31	0.12032361	0.093511544	0.16098836	0.107442215	0.109301046	0.09778472	0.09387037	0.12228874	0.09448939
a8	0.049145453	0.01723668	0.012944021	0.023887482	0.014698416	0.021417582	0.10715841	0.41511488	0.3383971
a31	0.12856673	0.11836038	0.13182613	0.1486341	0.122877344	0.09493921	0.11488149	0.09259467	0.047319885
a20	0.02766341	0.011077321	0.0069018244	0.028635547	0.017198697	0.021158995	0.1294799	0.35303086	0.4048534
a31	0.11825975	0.109608375	0.12031421	0.1619434	0.12160574	0.090676695	0.1177266	0.107737936	0.05212729
a20	0.005395818	0.007555177	0.005320022	0.03979509	0.025993088	0.026892394	0.16280314	0.30561155	0.4206337
a31	0.10172271	0.096119195	0.10464611	0.2225183	0.12354997	0.072868146	0.12327962	0.113529906	0.041765954
a8	0.00073952985	0.007998089	0.0069836597	0.059531752	0.045486744	0.042105895	0.21952878	0.25401485	0.36361074
a31	0.11471007	0.11077947	0.11891524	0.2624448	0.14149818	0.05732187	0.11008943	0.064455226	0.019785741
a49	0.00049169414	0.009059476	0.0095064165	0.07806357	0.065980494	0.056439932	0.25996983	0.20995915	0.3105295
a18	0.12034899	0.113666944	0.1330575	0.2413654	0.14438616	0.059173904	0.10610131	0.061165575	0.02073431
a35	0.14210093	0.13827117	0.15110531	0.16311198	0.14502086	0.08351612	0.110097766	0.044761658	0.022014217
a17	0.13611853	0.13291717	0.14592946	0.13905284	0.13652518	0.10151963	0.1156484	0.057392024	0.034896705
a8	0.12429361	0.12025095	0.1315956	0.12562545	0.12362168	0.10887956	0.115267426	0.08663615	0.0638296
a20	0.1263079	0.1183066	0.12150412	0.12765183	0.11940951	0.1067609	0.11540435	0.09657303	0.06808176
a31	0.14477637	0.1039806	0.11525321	0.10712141	0.10107135	0.09774726	0.1008349	0.11857473	0.11064012
a20	0.048441265	0.016924657	0.011389323	0.030639727	0.014947727	0.018322602	0.09372914	0.3778538	0.38775173
a37	0.12101076	0.11082607	0.117569625	0.13626355	0.11587566	0.10012913	0.11464784	0.11351744	0.070159994
a24	0.13303928	0.11810864	0.12703465	0.12180785	0.11863696	0.107090466	0.11242181	0.09205119	0.06980921
a13	0.16674708	0.10729204	0.13242507	0.10181794	0.10335508	0.09973726	0.09521226	0.103206545	0.09020672
a31	0.13206063	0.11384533	0.13157889	0.11876806	0.11656066	0.10510372	0.10986765	0.09548507	0.07672997
a0	0.05640981	0.02045576	0.017135447	0.03451694	0.017423974	0.020385846	0.07738912	0.3610436	0.39523953
a31	0.1204743	0.10347709	0.11011339	0.12631789	0.10718334	0.09853383	0.109235644	0.13283528	0.09182927
a8	0.040372502	0.018060746	0.014905139	0.036543287	0.01814266	0.020729745	0.07876807	0.35984373	0.4126341
a31	0.1078628	0.100426875	0.10439775	0.14659788	0.10703239	0.09218554	0.114113286	0.14780065	0.07958281
</S>	0.036049098	0.01593849	0.012822702	0.044132702	0.019299705	0.019684073	0.07878211	0.33332673	0.4399644
