 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
a23	0.68490815	0.01927097	0.0049358835	0.0044439244	0.01963006	0.0017284133	0.0020288648	0.001421792	0.0006644304	0.011327922	0.018838478	0.23057878	0.0002222936
a31	0.3455725	0.2008187	0.010517061	0.2697253	0.029782556	1.24147355e-05	0.0009887419	0.0010359959	3.351606e-06	0.001365634	0.008124839	0.13119955	0.00085338746
a7	0.0005872073	0.0018692884	0.059685003	0.014782671	0.0033739603	3.802067e-06	0.0020024695	0.0035855733	1.1223385e-07	4.295914e-05	0.0038013314	0.9092266	0.0010389774
a20	0.15097226	0.07228384	0.0320203	0.06602976	0.013988681	3.235317e-08	0.0005593178	0.007758001	4.7030376e-06	0.15948167	0.0511412	0.4439224	0.0018377369
a17	0.05576844	0.04482456	0.0045250785	0.012085925	0.0032065432	4.7095856e-08	0.00092089956	0.0015422006	3.202457e-05	0.0138566205	0.20027608	0.6627077	0.0002540201
a39	0.455738	0.3844032	0.008227352	0.05358647	0.010214383	1.4926398e-07	0.0058716643	0.002785873	3.7730944e-05	0.008466376	0.009959989	0.0606783	3.038285e-05
a31	0.39516914	0.18895796	0.012868879	0.03523283	0.0016251104	2.2455401e-06	0.004415895	0.0013055289	0.00020700424	0.0024897584	0.056074638	0.3010513	0.0005996754
a13	0.005315873	0.06838679	0.010327444	0.51464283	0.18558672	6.632289e-08	0.00074904895	0.003190992	9.351079e-05	0.0031421883	0.04763548	0.16017184	0.0007571771
a17	0.76823133	0.060625788	0.014723751	0.10516487	0.007581466	2.3184582e-07	0.0016730769	0.0025297918	1.01730475e-05	0.00081567833	0.001805304	0.036827065	1.1487254e-05
a3	0.6833798	0.039319623	0.089864835	0.15387341	0.014736438	3.1120385e-06	0.008664989	0.0045008925	0.0001815688	0.0011355061	0.0013070841	0.002947417	8.532534e-05
a18	0.48376244	0.10493382	0.104420014	0.09335211	0.07334433	2.9751853e-05	0.041644506	0.012413962	0.0045177187	0.021935727	0.032489844	0.022882797	0.0042729722
a31	0.20056851	0.03681191	0.23676093	0.25371262	0.13403177	4.6572724e-05	0.013721723	0.026176846	0.0035846736	0.018793778	0.010157307	0.062209535	0.0034237993
a37	0.16385765	0.023629593	0.039603002	0.0334028	0.00828173	5.658094e-06	0.00843432	0.018958611	0.0026489927	0.013306644	0.08204982	0.5909031	0.014918063
a41	0.48430532	0.008325895	0.04984485	0.3544754	0.07472843	2.1379383e-05	0.0004967617	0.0017215342	0.0002880646	0.0006218979	0.0033686885	0.021085005	0.0007167558
a35	0.21915738	0.0101981	0.16140524	0.29880682	0.22009994	0.00073339744	0.004454948	0.03101804	0.0057373224	0.005665832	0.0036742752	0.033053976	0.005994753
a31	0.3054916	0.01627306	0.10486883	0.22892159	0.25600106	0.0004634084	0.0053288788	0.029323904	0.0038639526	0.008695651	0.0083715115	0.022868626	0.009527925
a24	0.06680152	0.035743404	0.06317497	0.031555284	0.029643716	7.58655e-05	0.016794715	0.07334246	0.016818525	0.054908704	0.25811905	0.28589094	0.0671309
a37	0.52855647	0.00717351	0.05185389	0.19568035	0.13627848	8.990429e-05	0.0008306934	0.005963382	0.0025315096	0.003309592	0.01852607	0.043071687	0.0061344705
a29	0.20641232	0.019938637	0.09026968	0.23545997	0.21345213	0.006244964	0.011383249	0.047599997	0.041741133	0.023344286	0.008949927	0.06597	0.029233754
a24	0.31474236	0.020756181	0.09322826	0.21968618	0.1143414	0.0007956528	0.007582061	0.0566544	0.007966639	0.01716598	0.02595847	0.0805392	0.040583212
a46	0.24798243	0.018155634	0.09796383	0.26317984	0.17299768	0.0005616171	0.0044685006	0.046293907	0.007716784	0.014222903	0.019872952	0.08306482	0.023519078
a31	0.13079143	0.022897817	0.1034091	0.18695848	0.2805929	0.013272869	0.018982721	0.061412238	0.032316513	0.023556076	0.011367621	0.07365281	0.04078946
a20	0.039702047	0.014532221	0.08736063	0.043238517	0.02849833	0.00036134748	0.008733059	0.07548472	0.018582048	0.015582532	0.20272534	0.20690913	0.2582901
a31	0.15858985	0.01774384	0.0630407	0.110255	0.3403343	0.01064226	0.014264786	0.034466226	0.027326802	0.02049089	0.031824198	0.09525683	0.0757643
a0	0.041153915	0.012510342	0.046857823	0.070659	0.03990182	0.0016391572	0.012066376	0.03035938	0.05886206	0.027886793	0.07606022	0.16693489	0.4151082
a31	0.09839675	0.034950893	0.068549536	0.10178806	0.23077758	0.02701311	0.03156015	0.05046805	0.06316067	0.045509674	0.053947985	0.099810354	0.09406722
a46	0.06287169	0.014294852	0.03359795	0.06517159	0.046334937	0.004381207	0.018411774	0.023706954	0.08891706	0.03660295	0.07086707	0.11111909	0.4237229
a33	0.087856926	0.057351764	0.08375863	0.08489568	0.09361049	0.051786624	0.058243923	0.061898366	0.10668226	0.07667908	0.0678265	0.10088248	0.06852727
</S>	0.10885237	0.07521031	0.07848518	0.08496735	0.08283587	0.07002808	0.07207441	0.07443538	0.11206613	0.08759923	0.047094323	0.05781938	0.048532017
