 	hai	già	mangiato	</S>
a38	0.17340104	0.7494659	0.07323834	0.0038946979
a31	0.46622017	0.45622024	0.077399485	0.00016002973
a20	0.0004781532	0.89366144	0.10561938	0.00024109718
a31	0.020509508	0.33145303	0.647139	0.00089843903
a27	0.0350284	0.5252387	0.4081001	0.031632807
a31	0.006024323	0.7976241	0.19491751	0.0014340203
a20	0.052504003	0.4297528	0.51629114	0.0014520715
a31	0.18356428	0.64267105	0.17206755	0.0016970998
a39	0.07037878	0.52261657	0.4063898	0.00061482424
a20	0.9768728	0.0086879805	0.013583634	0.0008556643
a10	0.96232444	0.0071006697	0.025854522	0.004720346
</S>	0.67484957	0.045862876	0.26061535	0.018672246
