 	guardando	le	nuvole	capisco	che	piove	</S>
a31	0.2961388	0.19710773	0.22929445	0.20484392	0.015175911	0.0554764	0.0019627954
a13	0.007185215	0.075945154	0.8383058	0.00444902	0.0017425589	0.07073846	0.0016337901
a24	0.0019336602	0.048096705	0.053449728	0.000101632504	0.0068537276	0.8879607	0.0016038481
a41	0.040942032	0.008546542	0.040477287	0.000629417	0.0020823183	0.90540296	0.0019194689
a31	0.45668632	0.09009089	0.3752267	0.0059099626	0.0009773438	0.070826024	0.00028279613
a41	0.01915822	0.030335598	0.7198036	0.004959982	0.008478475	0.2158446	0.0014195862
a46	0.20786946	0.096133396	0.5713832	0.001379413	0.000608928	0.12212171	0.00050398876
a31	0.07237797	0.15666822	0.7566895	0.0031540769	0.0006882226	0.009995038	0.00042700325
a20	0.004104803	0.0011353218	0.08518187	0.001981179	0.00533894	0.8800057	0.022252135
a15	0.06228108	0.03155847	0.82885575	0.0010299415	0.0020060204	0.07136919	0.0028994856
a31	0.023512717	0.06798221	0.86855763	0.005615812	0.0054809004	0.027500847	0.001349831
a20	0.001787165	0.0026402462	0.022846328	0.014845657	0.018762952	0.882623	0.056494616
a31	0.10273784	0.056463446	0.49717292	0.008280381	0.023164641	0.28844717	0.023733545
a23	0.0010680911	0.0093327435	0.080276236	0.005946481	0.024622953	0.7943616	0.08439186
a31	0.22350955	0.08361888	0.4456436	0.05815274	0.032155905	0.1501033	0.0068160677
a27	0.006086193	0.030517628	0.59112	0.01827578	0.048440482	0.18462393	0.12093599
a35	0.18875274	0.14984336	0.38934338	0.17531367	0.054131094	0.03600575	0.0066101253
a31	0.10231208	0.110464126	0.32954916	0.24295932	0.1578705	0.039708648	0.017136214
a39	0.001419731	0.012648916	0.049054485	0.014517303	0.07934192	0.47094077	0.37207684
a41	0.12580921	0.10768382	0.41296715	0.21668316	0.11098653	0.01888473	0.006985359
a24	0.12620112	0.11872255	0.16336094	0.3599369	0.1913511	0.025052786	0.015374605
a41	0.16398552	0.07195508	0.13902652	0.06657106	0.21956918	0.21483251	0.12406013
a3	0.14129174	0.11275475	0.114845596	0.28087723	0.25042516	0.064272255	0.035533257
a31	0.14604285	0.063847415	0.087014936	0.07652168	0.1967517	0.28275505	0.14706635
a0	0.01567774	0.09329776	0.029879676	0.012350701	0.034329858	0.47604343	0.3384208
a20	0.10369464	0.071719505	0.084331445	0.28686026	0.29601216	0.09424133	0.063140675
a31	0.19815591	0.116533846	0.10816119	0.23218729	0.22295804	0.067908086	0.054095734
a20	0.06398558	0.3001074	0.04192145	0.0554564	0.07040375	0.21038671	0.25773874
a31	0.09326055	0.08167974	0.08103885	0.32029608	0.30155823	0.065172456	0.056994136
a37	0.108708456	0.24935567	0.04101552	0.1297849	0.13573183	0.13526471	0.2001389
a46	0.08184754	0.0782153	0.07644178	0.36268902	0.31862712	0.041826442	0.040352885
a31	0.12290391	0.108694896	0.106176175	0.30622116	0.26469457	0.04480313	0.04650621
</S>	0.10860874	0.3122991	0.04502877	0.096992314	0.10068345	0.1294632	0.20692442
