 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.03179626	0.83448935	0.07645172	0.008539259	0.04291445	0.005027417	0.00050424144	0.00027721262
a31	0.027651303	0.7944573	0.15744784	0.00019374632	0.0015179309	0.002138886	0.0073579834	0.009235063
a15	0.017739391	0.1715277	0.7270407	0.0006988465	0.066959515	0.0042811455	0.0023106614	0.009442142
a20	0.0024566872	0.73499703	0.20928843	4.4677112e-05	0.00031337418	0.0005912568	0.009895532	0.042413034
a11	0.0020779597	0.9569132	0.031607784	0.0007962299	0.00021368697	0.0010952335	0.0045062224	0.002789736
a31	0.0018064914	0.9714109	0.018620022	0.0016447774	0.000102981685	0.00045765337	0.0030058282	0.0029513836
a39	4.2270443e-05	0.12957753	0.8678811	7.955029e-05	3.825295e-06	7.814144e-05	0.0011492654	0.0011882902
a46	0.001155175	0.9654961	0.027472729	0.00054528035	3.5489695e-05	4.8906426e-05	0.0010101338	0.0042362134
a18	0.0025448631	0.941763	0.03343184	0.0024643817	0.00011381701	0.00038096012	0.004183133	0.015118096
a31	0.0092470925	0.63019115	0.23121768	0.0029040491	0.003953086	0.0047294567	0.03248424	0.08527319
a13	0.14794593	0.5792486	0.1896341	0.024929915	0.0014531085	0.0043372214	0.014303871	0.03814726
a31	0.07926833	0.10796768	0.42214376	0.014949178	0.05037607	0.057662833	0.12762277	0.14000934
a46	0.45945045	0.1322449	0.11852367	0.10264668	0.013658946	0.03645774	0.058763064	0.078254536
a31	0.08611514	0.031555034	0.095731266	0.02922706	0.13073999	0.18437944	0.28498617	0.15726593
</S>	0.061920743	0.05592793	0.03332896	0.1819879	0.07313316	0.14755647	0.21147418	0.23467067
