 	è	che	è	entrato	da	qui	</S>
a31	0.10949003	0.5172976	0.04493226	0.30962485	0.015315026	0.002119158	0.0012210127
a7	0.046666052	0.8663151	0.008561013	0.025523731	0.014349392	0.023146259	0.015438464
a18	0.0012884651	0.995503	0.0003391927	0.0007397921	0.00050850137	0.001149332	0.0004717162
a31	0.05243829	0.8001384	0.0327451	0.0031252173	0.037833042	0.054379944	0.019339925
a46	0.009420451	0.6643474	0.011166399	0.011038639	0.10145342	0.15961057	0.042963088
a31	0.07433406	0.5798218	0.20564519	0.012144694	0.0046116547	0.04841408	0.07502847
a39	0.18833786	0.7420455	0.0036617687	0.004633728	0.012225946	0.02480111	0.024294153
a28	0.033734854	0.59168726	0.053587735	0.1390859	0.02108504	0.028402207	0.13241695
a31	0.08293933	0.22468899	0.12519501	0.15951064	0.09294046	0.14508326	0.16964233
</S>	0.330546	0.23381487	0.13064267	0.031160688	0.07219262	0.08164439	0.11999884
