 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.76661885	0.11192626	0.07334076	0.021993289	0.009950708	0.0049861246	0.004512525	0.006671421
a27	0.77749556	0.21040705	0.001560257	0.00036597587	0.0034070094	0.00028458392	0.0045527844	0.0019268026
a8	0.03598751	0.080587246	0.022189504	0.007652586	0.015796106	0.001287714	0.046616547	0.7898827
a28	0.603596	0.19387847	0.03734013	0.035194468	0.044189326	0.00027541697	0.038502607	0.047023594
a31	0.070153154	0.4746208	0.29559925	0.05647136	0.01610153	0.0076497993	0.060220134	0.01918398
a24	0.54237944	0.10245347	0.15334664	0.018408095	0.06767711	0.0017233362	0.010157099	0.103854835
a31	0.045171842	0.5941865	0.054242305	0.02483955	0.12776475	0.0036997444	0.039421417	0.11067398
a10	0.25783393	0.39365327	0.14445639	0.028497184	0.086979665	0.00032564785	0.040895477	0.04735851
a20	0.004268813	0.07503309	0.108893625	0.069350615	0.4059919	0.0018000049	0.049962565	0.28469935
a31	0.04257635	0.888019	0.037599873	0.008405134	0.0056789867	0.00029485876	0.011440632	0.005985206
a39	0.100647636	0.35954937	0.3032181	0.16913195	0.06483984	0.0007814106	0.0011691854	0.0006625364
a31	0.20728402	0.68339795	0.073837884	0.01753041	0.013323008	0.0019488545	0.0023531718	0.00032475518
a18	0.12424987	0.5788124	0.23207818	0.047428656	0.011907307	0.0012812124	0.0006571197	0.0035852531
a31	0.42241272	0.38652247	0.10182418	0.031983584	0.023258504	0.012474503	0.01725668	0.004267452
a17	0.17331143	0.39417765	0.12974423	0.070002116	0.06379013	0.07027093	0.02060639	0.0780971
a31	0.22538488	0.13402042	0.14866944	0.10819841	0.10537969	0.08366843	0.13505842	0.059620325
a8	0.047896385	0.03881254	0.17148201	0.052203085	0.030010603	0.32719442	0.17845905	0.15394184
</S>	0.13512701	0.12217609	0.13218853	0.137107	0.13989921	0.111381866	0.15508206	0.06703821
