 	prima	di	andare	alla	scuola	</S>
a7	0.98777485	0.011603467	5.1614403e-05	0.00011862616	0.00038796882	6.344116e-05
a11	0.8469202	0.14801873	0.000224178	0.0039217775	4.3525917e-05	0.00087159744
a43	0.9960471	0.0010048845	0.00014921681	0.0021289985	0.00056393025	0.00010586527
a20	0.23129568	0.023843374	0.03296098	0.26714563	0.4320648	0.012689559
a31	0.052474555	0.012414859	0.022807073	0.2760828	0.61964136	0.016579306
a20	0.12214067	0.011722372	0.0120719485	0.52116287	0.30528262	0.027619429
a31	0.2023513	0.00996914	0.027574996	0.05027916	0.58264416	0.12718123
a20	0.042071223	0.010957666	0.031713247	0.7178685	0.15931807	0.03807129
a31	0.03069791	0.009298355	0.05876843	0.025001317	0.5925108	0.28372318
a20	0.0113725895	0.0030724844	0.02019618	0.077393666	0.3063705	0.5815945
a31	0.027060784	0.030426215	0.52243996	0.10917921	0.26197052	0.048923284
</S>	0.0041351975	0.08253172	0.22134815	0.07345691	0.07681248	0.54171556
