 	lo	sentii	ee	che	arrivava	</S>
a15	0.20942658	0.7803033	0.0064708972	0.00066096376	0.0030209152	0.000117264135
a31	0.290737	0.5012421	0.0023953468	0.0021516785	0.2022628	0.0012110801
a46	0.018561183	0.964847	3.608899e-05	0.00012797501	0.013293686	0.003133977
a8	0.06758771	0.01174113	0.094525136	0.047972888	0.77632934	0.0018437537
a31	0.22788572	0.0140229715	0.022706255	0.008001376	0.726928	0.00045568252
a23	0.038993273	0.03862647	0.003855426	0.024381038	0.88982695	0.004316876
a8	0.05188371	0.008479515	0.043137874	0.0025910335	0.8933799	0.00052791263
a38	0.39941058	0.02888876	0.41134104	0.0103081595	0.14940734	0.00064410805
a20	0.059375793	0.0039928863	0.12669355	0.012285562	0.7935281	0.0041241273
a28	0.02289939	0.0038172745	0.13752691	0.07814424	0.6938279	0.06378431
a20	0.0055820993	0.0004118579	0.051738925	0.016894277	0.9141809	0.011191926
a23	0.015077052	0.0013678262	0.15486118	0.047494944	0.771193	0.010005919
a31	0.025434854	0.0110423025	0.254697	0.031348243	0.67372715	0.003750475
a29	0.002892575	0.00041049035	0.032254253	0.027009085	0.8846056	0.052827906
a33	0.037230857	0.018395841	0.33192047	0.041873112	0.490411	0.080168635
a29	0.12431861	0.10025031	0.40126637	0.104532234	0.25715306	0.012479405
a27	0.04770525	0.026763335	0.37392592	0.062514566	0.43127978	0.05781112
a46	0.100949526	0.066258006	0.39633286	0.08025343	0.3026527	0.053553484
a20	0.16187182	0.12380159	0.29414332	0.14035542	0.25272846	0.027099393
a31	0.092144154	0.063690916	0.33252868	0.06693568	0.3718041	0.07289654
a7	0.019882208	0.01578578	0.16447027	0.021411061	0.58004534	0.1984053
a1	0.12528072	0.09892551	0.27620924	0.22198565	0.23054145	0.047057394
a20	0.23203032	0.18143861	0.21780732	0.17784886	0.15818612	0.032688815
a31	0.13015443	0.088058576	0.14672825	0.08376005	0.43288347	0.11841522
a20	0.04071497	0.030680824	0.28871033	0.029526995	0.396421	0.21394588
a31	0.11961542	0.10226839	0.20799655	0.31624022	0.18518537	0.06869401
a23	0.085091494	0.076484285	0.5255377	0.06202475	0.1802387	0.07062309
</S>	0.11259313	0.10512514	0.21974893	0.39905703	0.10365267	0.059823085
