 	voglio	che	Maria	che	venga	domani	</S>
a8	0.67044646	0.19524115	0.10781788	0.013765578	0.0086920895	0.0019991673	0.0020376253
a31	0.7935522	0.07807777	0.0059030056	0.0008699973	0.11656835	1.5246695e-05	0.0050134743
a8	0.022888694	0.0071260105	0.059302405	0.0026692536	0.90296674	2.475174e-05	0.005022099
a31	0.20596713	0.093366764	0.036899857	0.07807486	0.57745135	0.000106008876	0.008134082
a24	0.018029707	0.009833659	0.1550726	0.07544792	0.5942761	0.0008574849	0.14648253
a31	0.018572178	0.053919215	0.05669125	0.06060834	0.7887295	0.0028292679	0.018650308
a46	0.079063915	0.03896227	0.40702218	0.29426482	0.17302628	0.0003568513	0.007303844
a31	0.056031004	0.3666809	0.09983352	0.10266565	0.36917794	0.0012848878	0.004326001
a29	0.045246046	0.0227844	0.08473655	0.10025571	0.74595475	0.00014653019	0.00087598833
a20	0.020487595	0.029587002	0.01881495	0.020781709	0.8649629	0.007293508	0.03807243
a0	0.37190306	0.10531058	0.19761725	0.013196675	0.2910447	0.011383048	0.009544704
a31	0.038013697	0.15976824	0.4875963	0.027332103	0.15053022	0.078890026	0.057869405
a23	0.00077772525	0.00037755026	0.01323761	0.030001042	0.8977416	0.009462975	0.0484015
a31	0.27277344	0.054388348	0.061884265	0.010890332	0.5818623	0.016789794	0.0014115567
a18	0.0074522	0.020829752	0.1899483	0.106203824	0.5514813	0.04790786	0.07617674
a37	0.22350666	0.13295175	0.16929464	0.07832275	0.2113295	0.17520432	0.009390286
a31	0.13327941	0.09011319	0.06560627	0.083066374	0.368612	0.20216657	0.05715616
a20	0.0038480742	0.07158113	0.08124327	0.100027144	0.43354318	0.15838301	0.15137419
a31	0.122449465	0.107270956	0.12570511	0.118259415	0.12310422	0.37635922	0.026851675
</S>	0.004413393	0.06599405	0.09663046	0.10912533	0.07436082	0.4741617	0.17531423
