 	non	mi	aspetti	che	non	vengo	</S>
a8	0.9602246	0.032924425	0.0027838717	0.00047632423	0.0005136284	0.0024290252	0.0006481488
a31	0.5721649	0.12294215	0.0005662874	0.036663327	0.22477579	0.00078937516	0.04209822
a24	0.59873646	0.007947332	3.732748e-05	0.012051367	0.37839416	8.405166e-05	0.002749322
a31	0.2773825	0.13839443	0.0016799232	0.035609417	0.5445927	0.0006614255	0.0016796325
a36	0.74160653	0.081340015	0.00027732813	0.011981085	0.1604349	0.00012372601	0.0042364164
a31	0.17827696	0.36721316	0.027346991	0.06152256	0.35203832	0.009563532	0.004038403
a39	0.54149455	0.208819	0.04287381	0.029354028	0.16937692	0.0060734563	0.002008314
a8	0.115733445	0.030947782	0.032722056	0.055460107	0.33182466	0.16001317	0.27329874
a31	0.2241945	0.15135524	0.0058731926	0.0032269938	0.15166678	0.29012382	0.17355952
a29	0.03894994	0.0055038254	0.02545045	0.1779206	0.3921008	0.2552651	0.1048093
a31	0.06863359	0.42038763	0.040965486	0.051388793	0.040117588	0.27628177	0.10222514
a17	0.106194116	0.010031887	0.031663746	0.19277525	0.15436998	0.010898602	0.4940664
</S>	0.114759356	0.16702612	0.10270161	0.15596083	0.08600982	0.35141152	0.02213069
