 	il	muro	vuole	uno	specchio	</S>
a23	0.9379127	0.055971928	0.002026414	0.0005377098	0.0034857572	6.549328e-05
a20	0.90675056	0.00902537	0.083221436	0.00012776419	3.4135217e-05	0.0008407223
a31	0.9603372	0.014985848	0.0064413575	0.011375946	0.0053125564	0.0015469507
a24	0.0030219276	0.9945859	0.002385132	3.1188335e-06	4.2373418e-07	3.4060972e-06
a31	0.25431064	0.013096422	0.72752035	0.0028490322	1.5325173e-05	0.0022081304
a13	0.5839577	0.18472347	0.21755368	0.0025111563	0.00019924094	0.0110548055
a39	0.31138235	0.0056469785	0.6679277	0.013838845	9.2311944e-05	0.0011118196
a20	0.9055055	0.0010873497	0.02975529	0.040732387	0.0056330883	0.017286472
a31	0.6388865	0.0030970345	0.057675786	0.047615416	0.070535876	0.1821894
a24	0.3874147	0.027611496	0.39015824	0.031152006	0.04954989	0.11411373
a8	0.45270693	0.03407882	0.08978565	0.108698055	0.06832558	0.24640495
a31	0.31099847	0.0123402225	0.2393964	0.058656655	0.0809861	0.2976221
a20	0.43024668	0.05125029	0.08343851	0.07029444	0.056150127	0.30861992
a31	0.2995068	0.05089331	0.108627796	0.13560681	0.31409243	0.09127284
a29	0.14835538	0.15467575	0.09967977	0.2049068	0.17779978	0.21458244
a31	0.07692695	0.07564969	0.07730953	0.1617222	0.51970947	0.08868214
a8	0.008340263	0.15955484	0.07502515	0.26493156	0.23452349	0.25762475
a20	0.06587857	0.07942336	0.061145652	0.16803938	0.55645114	0.06906188
</S>	0.105475366	0.086377114	0.09173092	0.13601889	0.48466042	0.09573729
