 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a8	0.49449083	0.123425744	0.006881371	0.0015957206	0.05527068	0.0030794952	0.003402568	0.0007547074	0.0014834215	0.015570361	0.24509813	0.048754532	0.0001923932
a31	0.24349342	0.10600329	0.0056075966	4.2790565e-05	0.04929746	6.023145e-05	0.0023536542	0.0013301971	0.0014060584	0.0022775563	0.016773645	0.5699425	0.0014116229
a23	0.0010386657	0.0036528967	0.003729993	1.6818753e-06	0.0033146811	1.1771211e-05	0.00020056636	0.002261779	3.7490117e-05	0.004301228	0.35456938	0.6256729	0.0012069945
a31	0.022829955	0.13704552	0.0023977929	0.00032886548	0.026042758	2.1868939e-08	0.00013787743	0.0047130566	0.002991313	0.025931098	0.23725909	0.5390463	0.0012763739
a39	0.026549293	0.07928794	0.039367337	0.00022419068	0.24010018	0.0017258186	0.052163146	0.38554266	0.0026954168	0.052619066	0.040673077	0.041189253	0.037862737
a8	0.035984464	0.24399412	0.004797123	0.0022300538	0.0025468254	2.3966564e-08	0.00024392207	0.00836967	0.0023295225	0.09177959	0.37192985	0.23520918	0.0005856176
a31	0.24380417	0.53042084	0.018260807	0.017261919	0.006519072	3.5393367e-07	0.0031250094	0.010316901	0.009425971	0.016619546	0.023103094	0.12102763	0.000114660514
a13	0.006956433	0.03707567	0.029736636	0.0030833501	0.22977245	3.7049062e-07	0.03845536	0.47771716	0.08266123	0.02613785	0.057574797	0.010312996	0.0005156482
a31	0.05623238	0.586026	0.11342315	0.028070029	0.020379463	5.617777e-06	0.0027437317	0.033603076	0.0059258165	0.022702066	0.022859097	0.10651266	0.0015169301
a46	0.03534798	0.21989349	0.05740021	0.032877073	0.08974189	1.0085083e-05	0.09154613	0.35532114	0.07703278	0.0032301734	0.017981825	0.019182775	0.0004345535
a35	0.03617501	0.45885804	0.16296236	0.023309022	0.061642166	3.9786475e-05	0.004219759	0.029561782	0.0030413182	0.021793758	0.04696941	0.14828818	0.0031393236
a24	0.06282702	0.84708893	0.017648956	0.029263094	0.0059997346	3.5360714e-05	0.00037045643	0.010303197	0.0034519588	0.010273733	0.0076381257	0.004061397	0.0010380556
a18	0.101526655	0.2934509	0.0779822	0.07390026	0.007709776	3.667027e-05	0.0036056992	0.049247768	0.05766258	0.20773609	0.073693596	0.03823201	0.015215795
a17	0.005423001	0.40137732	0.13720024	0.031185469	0.011989142	2.4768284e-05	0.00012432032	0.009875251	0.014592518	0.30010757	0.048887648	0.03301783	0.006194874
