 	ora	che	loro	non	vengono	più	</S>
a39	0.8323538	0.06748759	0.03797227	0.05563621	0.006285177	0.00024490495	2.0169391e-05
a20	0.45125636	0.01997097	0.50840056	0.0050638323	0.00067997683	0.010802041	0.0038261923
a13	0.95929873	0.0067272806	0.025700115	0.0055797184	4.26883e-05	0.00089211063	0.0017593609
a17	0.9727381	0.00502879	0.004098441	0.0058645066	9.036567e-06	0.011728258	0.0005328698
a39	0.9684004	0.011512252	0.0044309674	0.00057929487	1.6467436e-06	0.014996147	7.917734e-05
a8	0.9328916	0.040126983	0.0018048142	0.0038918979	3.3610013e-05	0.016891727	0.004359355
a31	0.9895146	0.006754998	0.00040739056	0.00021154138	1.892579e-06	0.0030602454	4.9393573e-05
a15	0.7614942	0.015677169	0.083481096	0.009539319	2.5819145e-05	0.117258534	0.012524003
a38	0.9925753	0.0041353297	0.00040962923	0.0014173815	3.7101938e-06	0.001354646	0.00010396633
a31	0.9577504	0.018433219	0.00017365902	0.0056312205	0.00041620075	0.011582239	0.006013103
a13	0.4965231	0.27756914	0.03353623	0.015835818	0.00017074338	0.09763704	0.07872792
a20	0.99367964	0.001206285	0.00026115184	0.0030519518	6.271937e-05	0.0007947412	0.000943658
a7	0.77112865	0.08883846	0.00092162844	0.028238768	0.003167885	0.03293955	0.07476512
a11	0.8272489	0.08150355	0.0008779666	0.02665621	0.0019606336	0.015867213	0.045885548
a24	0.7533356	0.09702599	0.001340525	0.041746557	0.0040917303	0.02492235	0.07753719
a15	0.834035	0.08878633	0.0008205443	0.022572137	0.001147234	0.010875097	0.041763637
a24	0.7315739	0.11116337	0.012290655	0.074646436	0.016984055	0.027257921	0.026083639
a31	0.82394475	0.09189528	0.001125522	0.033399753	0.0016654311	0.00994033	0.038028866
a0	0.63532263	0.076032	0.00084795797	0.080611184	0.0038745836	0.09656032	0.10675132
a18	0.7921931	0.029691875	0.011190661	0.09380537	0.012855081	0.020389244	0.03987458
a31	0.609308	0.10963407	0.022922285	0.13942137	0.029177496	0.037660956	0.051875804
a38	0.5580763	0.06407912	0.001478982	0.079424426	0.015656743	0.13220681	0.14907753
a31	0.3184266	0.11330724	0.0977062	0.14091527	0.09657784	0.115111865	0.11795501
a20	0.20638616	0.0713142	0.0062986705	0.027000114	0.057032645	0.2820007	0.34996754
a31	0.18202536	0.13123016	0.115388855	0.14240499	0.12442882	0.1432066	0.16131522
a35	0.0819617	0.04964993	0.014391881	0.016310036	0.07318754	0.26193348	0.5025654
a31	0.15531138	0.14075951	0.13884975	0.13622649	0.1366869	0.15906727	0.13309874
a18	0.021537766	0.020159725	0.01835263	0.01001817	0.047728788	0.2785941	0.60360885
a31	0.13343866	0.12154409	0.13307036	0.115939036	0.12050281	0.21214189	0.1633631
a46	0.0030808302	0.010078655	0.035539716	0.009511198	0.03278234	0.2578688	0.6511385
a39	0.11498493	0.10829664	0.13848947	0.104913265	0.10641205	0.27236938	0.15453419
a31	0.15857401	0.14266986	0.12738985	0.12433519	0.12885264	0.15775421	0.16042425
</S>	0.023853287	0.01861587	0.034742225	0.009477402	0.02949952	0.23207153	0.6517402
