 	non	so	cosa	scrive	</S>
a46	0.94693077	0.041972637	0.0019253077	0.009037711	0.00013358436
a8	0.81650436	0.17634979	0.006972754	0.00012469999	4.840646e-05
a31	0.14924756	0.84667647	0.001538041	0.0008090951	0.0017289593
a13	0.81666815	0.17166908	0.011343019	0.00028439812	3.5374967e-05
a31	0.10649912	0.8845998	0.008447932	0.00019584793	0.00025731526
a28	0.88872784	0.060732797	0.049976904	6.387578e-06	0.0005560745
a31	0.013261009	0.9829516	0.00300342	0.0004978573	0.00028610963
a37	0.12817055	0.7894096	0.082391515	9.275018e-06	1.9044972e-05
a31	0.027082734	0.9713969	9.3230345e-05	0.00096627034	0.00046091693
a11	0.43683523	0.556736	0.006352085	6.359604e-05	1.3059473e-05
a31	0.28089523	0.37809584	0.0042785234	0.210954	0.12577648
a20	0.5672909	0.27992946	0.0013659075	0.01256844	0.13884526
a31	0.1793356	0.17780463	0.101854466	0.2591304	0.28187495
</S>	0.003724293	0.0027480393	0.015479576	0.1145987	0.8634494
