 	aveva	lavorato	tutta	la	settimana	</S>
a31	0.2092304	0.56018484	0.19318491	0.009224452	0.0233221	0.0048532183
a20	0.01235417	0.44884002	0.008776044	0.042576708	0.48561755	0.0018355909
a31	0.00094538426	0.79250705	6.2851964e-06	0.0058319448	0.19795167	0.0027575043
a28	0.00064600765	0.72150064	6.737527e-05	0.02388678	0.21302354	0.040875684
a31	0.00041325693	0.35931185	1.1669488e-05	0.08529421	0.5531907	0.0017783497
a13	0.0008491395	0.84957945	0.0001151056	0.0038161627	0.14045219	0.005187974
a18	0.0021246532	0.07493119	6.788417e-05	0.031213319	0.8910723	0.0005906902
a31	0.013513507	0.3153674	0.00019330774	0.030310564	0.6184111	0.022204153
a27	2.7607377e-05	0.05209022	5.9660888e-05	0.042788617	0.90191424	0.0031196426
a31	0.01905527	0.4150076	0.004702439	0.016079726	0.5415779	0.0035770517
a20	0.0020083897	0.17009746	0.004649383	0.24838743	0.5519331	0.022924252
a31	0.09644375	0.59556687	0.035817977	0.04780075	0.21463792	0.009732776
a39	0.0050488794	0.14934441	0.111333914	0.32776922	0.3294097	0.0770939
a31	0.26478037	0.45965025	0.059442304	0.10506734	0.0971236	0.013936102
a33	0.007703523	0.062016275	0.20396855	0.24386756	0.3099992	0.17244495
</S>	0.22809805	0.16504823	0.09539423	0.36511928	0.08525125	0.06108899
