 	sul	muro	vuole	uno	specchio	</S>
a31	0.8571272	0.14195468	0.00038629823	8.913281e-05	0.00043572864	7.0753663e-06
a39	0.00019178075	0.98292	0.016885612	1.6205346e-06	5.425893e-08	9.513394e-07
a35	0.38858423	0.012110019	0.5926688	0.0063959593	3.3720233e-05	0.00020735025
a31	0.9962249	0.00011231758	0.0026106406	0.0008129116	0.00017009467	6.913255e-05
a2	0.8029206	9.543522e-05	0.18969008	0.005418941	0.0001447951	0.001730109
a0	0.98300815	0.00028160712	0.014475502	0.0013372828	0.00022561658	0.0006719037
a20	0.97628766	0.00071251194	0.018886207	0.0016193399	0.0004517652	0.0020425096
a18	0.9770238	7.5049444e-05	0.0035709543	0.0020321573	0.003667618	0.013630364
a31	0.95078254	0.00015933561	0.0029559562	0.0021143404	0.009205322	0.03478256
a0	0.8645388	0.0021178797	0.02938288	0.0059471317	0.020440977	0.07757222
a31	0.66741335	0.011038576	0.048151106	0.07836923	0.10272323	0.092304535
a46	0.12399476	0.0399387	0.033860996	0.1598377	0.20661585	0.435752
a33	0.13413258	0.050149318	0.06725809	0.1924579	0.40221336	0.15378875
a8	0.08083466	0.059827954	0.06338495	0.22598177	0.47558397	0.09438667
a31	0.081860974	0.07617921	0.075553805	0.2021516	0.47869247	0.08556192
</S>	0.04770846	0.048640657	0.05196252	0.28823984	0.27710027	0.28634825
