 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.5953236	0.27337277	0.09461829	0.0060743648	0.0038050998	0.025309904	0.0014959676
a31	0.09110393	0.08690102	0.0016655694	0.0021780073	0.019810699	0.78612334	0.01221745
a21	0.052134123	0.012357382	5.046268e-05	0.004188853	0.0018663815	0.89908856	0.030314157
a37	0.0030182344	0.022043644	1.406737e-05	0.004661611	0.0047159195	0.956646	0.008900477
a8	0.0013874812	0.0060429783	1.2131859e-05	7.7056895e-05	0.00025177083	0.9918961	0.00033249822
a31	0.030089544	0.27688244	0.00018486449	0.0044107498	0.011663452	0.67256963	0.004199329
a13	0.00029731743	0.15149596	0.0005263711	0.010271	0.0065076523	0.82941514	0.0014865284
a20	0.0048629926	0.03389439	0.00012355194	0.0008568982	0.0010736708	0.9585015	0.00068693346
a3	0.02038485	0.07009254	0.0025063397	0.017838046	0.009789611	0.87263715	0.0067513892
a31	0.0028053313	0.1263714	0.0025138673	0.07974101	0.027140656	0.75404733	0.0073803924
a29	1.423076e-05	0.0008415235	4.4294262e-05	0.00052427186	0.006228855	0.9608279	0.031518873
a31	0.019405238	0.2901514	0.015197148	0.26618296	0.079531804	0.30467865	0.024852837
a3	4.9059214e-05	0.0015854001	0.00041615355	0.0018696083	0.00527516	0.9578746	0.03293001
a31	0.027527818	0.19615105	0.103664935	0.4480972	0.11317565	0.08786651	0.023516933
a24	0.0012814737	0.023628209	0.0075131445	0.014576282	0.029910559	0.7683572	0.15473312
a31	0.03363529	0.07663278	0.087161385	0.5101133	0.19553661	0.069780126	0.027140517
a39	0.025463348	0.037950084	0.14803167	0.10612197	0.19669168	0.19986916	0.2858721
a31	0.044176422	0.32610875	0.28363937	0.28168932	0.03872794	0.013201221	0.012457039
a33	0.014362165	0.046885367	0.15008928	0.2632627	0.3377215	0.043275125	0.14440387
a31	0.15254909	0.36170113	0.23341534	0.1522118	0.049782187	0.02827219	0.022068182
a23	0.0050879885	0.028331144	0.36245194	0.15438311	0.3638476	0.043394815	0.042503405
</S>	0.19742167	0.27692813	0.23737074	0.14873149	0.06204534	0.044990808	0.032511897
