 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
a31	0.0019322156	0.01189587	0.010927534	0.0130881155	0.0066451817	0.06200489	0.0817233	0.09616107	0.2988214	0.09561322	0.03378453	0.054982558	0.14779632	0.08293635	0.0016874024
a46	0.0035143439	0.48863876	0.45544708	0.0001080825	0.00031507888	0.009527162	0.0025377576	0.00823288	0.0017045459	0.0014263103	1.3995087e-05	0.0012828464	0.014319753	0.012432203	0.000499153
a31	4.7239246e-06	0.016710425	0.102754876	0.001601933	8.512607e-06	0.05503002	0.066511	0.20865202	0.04500016	0.074427925	0.012964223	0.25951305	0.060798	0.09407342	0.0019497179
a46	3.4603727e-05	0.005881408	0.141104	0.0015522032	6.518077e-06	0.12069322	0.013029139	0.22033419	0.060110457	0.024467034	0.0015458658	0.059108254	0.22769688	0.123457156	0.000979015
a8	1.3798373e-06	0.0015522046	0.006224948	2.8096072e-05	3.4115233e-06	0.024604667	0.06768307	0.3518604	0.06906353	0.11235709	0.0024954907	0.18400817	0.13465226	0.045100987	0.00036429358
a31	1.0478179e-06	0.0145419	0.017025435	0.0006411958	0.00032330674	0.009214939	0.30533698	0.103376426	0.022724526	0.15766224	0.01076473	0.10597985	0.23092161	0.021308927	0.00017684081
a28	1.42542e-06	0.05375926	0.11948815	0.00029095658	0.00035269634	0.006379487	0.25273216	0.024328472	0.12781543	0.22562642	0.0005508605	0.007563619	0.17741393	0.0036117686	8.544002e-05
a8	1.5405067e-05	0.07824916	0.21944624	0.0001780306	0.00032878798	0.033896662	0.18947381	0.13818625	0.07444045	0.13540924	0.0012162152	0.02148024	0.08800248	0.019188015	0.00048896053
a31	3.129738e-05	0.20121227	0.15907522	0.0018219979	0.0109234005	0.050211597	0.074715674	0.12440563	0.015374443	0.09150004	0.011962198	0.062444467	0.07751066	0.11796463	0.0008465331
a11	3.5229973e-06	0.0366975	0.11705366	0.0015643147	0.0024504992	0.011066211	0.3303173	0.092253804	0.16891982	0.20676187	0.003018653	0.005580114	0.019285917	0.004899622	0.00012717569
a31	8.1116605e-06	0.04000046	0.37208176	0.00019714375	0.00030301078	0.012782032	0.206875	0.11366141	0.041578516	0.11251002	0.0013048045	0.011542648	0.058283806	0.028087027	0.0007842199
a11	8.49237e-06	0.0728595	0.35359517	0.014852367	0.009148547	0.016052462	0.09408051	0.07113743	0.06363907	0.256066	0.027464902	0.015063065	0.0049888166	0.00095711125	8.651716e-05
a39	2.4776466e-05	0.039748803	0.6352934	0.00038498788	0.00025853422	0.010752594	0.10195494	0.07025987	0.042665757	0.06159604	0.001021583	0.0054844683	0.0133911325	0.01524731	0.0019158155
a31	5.7780304e-05	0.100833036	0.2742656	0.008775941	0.024812909	0.03413692	0.12702186	0.16639681	0.026292283	0.079628155	0.035999786	0.044608343	0.02784375	0.044993494	0.004333345
