 	era	molto	stanco	</S>
a46	0.9909185	0.008998788	7.418607e-05	8.512985e-06
a8	0.6021611	0.39663672	0.0011955057	6.68005e-06
a37	0.9826822	0.014687444	0.0026033346	2.7018166e-05
a31	0.029389404	0.24912155	0.6847768	0.03671223
a0	0.040352836	0.95683646	0.002810608	1.0188893e-07
a20	0.6886871	0.2896116	0.021629134	7.215602e-05
a31	0.18759802	0.7568233	0.05550429	7.4447176e-05
a39	0.2813721	0.6839432	0.03399434	0.0006903189
a41	0.13851424	0.71941155	0.14068583	0.0013883514
a31	0.091827735	0.4945638	0.3490814	0.06452703
a28	0.0026697333	0.14045322	0.6839101	0.17296696
a11	0.9135251	0.043986663	0.025266837	0.017221482
a20	0.69261557	0.07470823	0.13944909	0.09322717
a31	0.5900917	0.12722693	0.17674714	0.10593421
a11	0.5896678	0.08616133	0.2576827	0.06648812
</S>	0.29070547	0.22125241	0.24804392	0.23999825
