 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.9294735	0.06087181	0.0057815	0.000987233	0.0013025687	0.0012214978	0.00036190415
a31	0.52384084	0.38407344	0.009225351	0.00033036634	0.06062351	0.0032502231	0.018656349
a29	0.32546365	0.09008408	0.013143401	0.00013879834	0.56576335	0.002706625	0.0027000918
a24	0.41222426	0.5240816	0.02816566	0.00038812286	0.027769666	0.00063987804	0.0067308075
a18	0.74097437	0.14656742	0.011506309	0.0028732968	0.08095225	0.0024325647	0.014693823
a31	0.4289036	0.49228457	0.03471007	0.005952705	0.008534252	0.012412586	0.017202267
a13	0.13261615	0.61968863	0.18448687	0.0010208294	0.032593403	0.016690813	0.012903256
a11	0.34494084	0.42243972	0.121660486	0.0042323754	0.0022927437	0.019603519	0.084830314
a8	0.19578472	0.35816416	0.109869055	0.015708476	0.05224935	0.065927565	0.20229667
a31	0.15758269	0.32661453	0.10644985	0.016947722	0.08817086	0.12461163	0.17962275
a24	0.05841722	0.07491197	0.05190552	0.0052967765	0.52458876	0.1436666	0.14121316
a31	0.18950328	0.3045457	0.058908343	0.04380975	0.09235547	0.23395489	0.076922536
a39	0.20379226	0.18801637	0.13438258	0.09735472	0.14654422	0.12433856	0.10557127
a20	0.17918973	0.27259925	0.13034055	0.18904127	0.036843214	0.15861104	0.033374958
a31	0.33097315	0.22612011	0.08680317	0.09911494	0.04287776	0.18106246	0.033048473
a20	0.13764422	0.10454716	0.07297287	0.18139362	0.14758296	0.1717718	0.18408734
a31	0.17050123	0.15878388	0.11378928	0.14878178	0.03948499	0.31873393	0.049924936
a46	0.06203597	0.13104066	0.09161915	0.3545299	0.10948042	0.056621816	0.19467214
a31	0.18906088	0.17016526	0.1563673	0.22755346	0.018971171	0.20653048	0.031351402
a23	0.02993898	0.14781284	0.14647147	0.36333373	0.11822568	0.02997772	0.16423954
a31	0.15368901	0.12746468	0.12943591	0.3599082	0.018377395	0.16769576	0.043429013
a46	0.01804195	0.24060155	0.22228295	0.33063886	0.07960466	0.01503731	0.09379275
a8	0.1503267	0.1335853	0.14016533	0.3783836	0.015804084	0.14498971	0.036745246
a31	0.18866186	0.12523896	0.117188185	0.1971507	0.0260354	0.29867914	0.04704575
a38	0.31794575	0.22385557	0.102478385	0.1372105	0.09713272	0.0183251	0.103052
a20	0.15920453	0.13501593	0.13695863	0.3117971	0.018575858	0.19820693	0.040241078
a31	0.22370283	0.08429259	0.06653723	0.10850667	0.043293547	0.4096163	0.064050876
a20	0.2598691	0.16966364	0.08384042	0.16951032	0.13897498	0.03148793	0.14665362
a31	0.13127486	0.11578219	0.112446405	0.25062695	0.028286107	0.30261382	0.058969617
</S>	0.11678307	0.19605775	0.11895724	0.2478251	0.13456911	0.03912295	0.14668484
