 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
a31	0.061993018	0.13423595	0.27791318	0.44688767	0.009518168	0.020560987	0.026910298	0.01876611	0.003214596
a16	0.0021239931	0.1907312	0.41146228	0.12074338	0.011423257	0.036703743	0.04527803	0.17725992	0.0042742277
a31	0.0006126623	0.0538307	0.10700108	0.009656948	0.03379929	0.15798804	0.20015652	0.4326782	0.004276693
a24	0.00044182368	0.04266038	0.1702032	0.20284359	0.014773561	0.01589046	0.1313572	0.4109832	0.010846551
a28	0.0025306144	0.018763717	0.32968405	0.025099188	0.05785553	0.049945556	0.09534408	0.4190857	0.001691466
a31	0.0063808025	0.02695802	0.047962755	0.01825139	0.30175465	0.088857785	0.10537431	0.40374961	0.0007107104
a41	0.0009803927	0.0048532058	0.034890633	0.41669136	0.44861087	0.011000727	0.03329291	0.049118012	0.0005618446
a31	0.0012288239	0.0030792507	0.025825568	0.011716192	0.064316675	0.043516885	0.08055968	0.7636599	0.006096986
a28	0.003779873	0.002508478	0.016815118	0.267073	0.65367925	0.007931512	0.01667246	0.030728687	0.00081161025
a20	0.007880384	0.00719516	0.07564589	0.08398988	0.049337782	0.08237386	0.09010129	0.5741298	0.02934595
a46	0.001501082	0.007500194	0.4751056	0.39994037	0.010601269	0.031707034	0.020089211	0.025228944	0.028326346
a11	0.00025280012	0.0010218389	0.23081669	0.6633762	0.030253962	0.040546153	0.014179747	0.018828848	0.00072369794
a46	0.0034018063	0.02535956	0.3590525	0.40212375	0.055235285	0.03252275	0.016388295	0.056807082	0.049108963
a31	0.008625697	0.0042278036	0.0795631	0.33067587	0.22715709	0.22704878	0.06401782	0.052954525	0.0057293354
a17	0.0019702017	0.0009940052	0.018981522	0.19434117	0.048813317	0.008350657	0.024347145	0.4966544	0.20554747
a31	0.0136569915	0.0056580673	0.11498548	0.5500491	0.04235311	0.13476783	0.057824455	0.07644535	0.0042596534
a20	0.02524589	0.01926864	0.017419158	0.019026434	0.047848463	0.00986256	0.022343699	0.70867145	0.13031362
a31	0.08068404	0.047776647	0.066352375	0.2331324	0.06319196	0.28015724	0.12349505	0.08370904	0.021501254
a13	0.17964236	0.09271604	0.05750384	0.010544653	0.075141326	0.024004385	0.033455245	0.35472542	0.1722668
a18	0.14095776	0.10311981	0.12982406	0.19792481	0.097040296	0.24429943	0.057987973	0.019888137	0.008957756
a13	0.10920413	0.081362076	0.080468416	0.09009844	0.12020006	0.2311113	0.1462933	0.105409004	0.03585321
a31	0.0694681	0.055686414	0.05552733	0.070870124	0.11061974	0.21217439	0.18893348	0.1763541	0.06036627
a18	0.060392655	0.033392537	0.025124101	0.002851946	0.018990312	0.029394824	0.039366145	0.62609076	0.16439676
a3	0.12512223	0.09600593	0.09961696	0.12630844	0.1039752	0.24521586	0.11651735	0.051268246	0.03596983
a0	0.1533997	0.08656007	0.0843328	0.08676702	0.11437322	0.16833448	0.12968752	0.122522496	0.054022737
a20	0.12835595	0.07865256	0.07693396	0.08323496	0.11480587	0.1686834	0.14467606	0.1493882	0.055269055
a31	0.12689523	0.08665436	0.08462134	0.08903782	0.11374629	0.16601919	0.13813297	0.13700509	0.057887647
a13	0.13405542	0.08518173	0.057142075	0.0070724855	0.027847575	0.06306698	0.05445037	0.38387585	0.18730752
a31	0.12540254	0.100096405	0.10181047	0.12959874	0.104635954	0.22243582	0.11513502	0.053232025	0.04765294
a20	0.24742289	0.100390166	0.06289138	0.010378922	0.040271748	0.090788156	0.067797296	0.18680272	0.19325666
a13	0.12204141	0.09437179	0.09172755	0.10003931	0.09304631	0.27197084	0.12153316	0.05378661	0.051483057
a20	0.13600014	0.114325106	0.11202514	0.11192413	0.1151093	0.18605633	0.11373635	0.055675644	0.055147935
a31	0.13511907	0.10074604	0.09635982	0.091476105	0.10372839	0.17714614	0.11853691	0.10070993	0.07617762
a17	0.20422643	0.1051002	0.06781431	0.009185707	0.0347636	0.075926915	0.059006322	0.24636784	0.19760863
a20	0.08993363	0.06832739	0.08351998	0.24462819	0.07167898	0.24424727	0.10317452	0.049539384	0.044950668
</S>	0.12703444	0.09838673	0.09285161	0.08605177	0.09359949	0.21396121	0.11769602	0.087922044	0.08249671
