 	non	aveva	dove	aveva	per	stare	</S>
a7	0.9672564	0.025248291	0.004929123	0.0017571391	0.00021396966	0.00046448057	0.00013047087
a31	0.16305958	0.26315475	0.0360861	0.011987311	0.5016386	0.0006112289	0.023462452
a29	0.0022701162	0.010271377	0.07251789	0.0013680947	0.82187206	0.010131918	0.0815685
a19	0.81660515	0.0012559367	0.07929041	3.655847e-05	0.055039532	0.0016039733	0.04616836
a46	0.9785752	0.0019487374	0.0056428076	0.00020530591	0.009047053	0.0008313312	0.0037495326
a31	0.21257639	0.061889384	0.013832149	0.0011161832	0.07980249	0.45700425	0.17377913
a38	0.012664569	0.0016844088	0.16976856	0.00014196614	0.0641736	0.50986207	0.24170476
a31	0.18808408	0.0025674275	0.0062961606	8.87481e-05	0.010808428	0.5536602	0.23849493
a20	0.015038077	0.0037070753	0.16784653	0.0011002147	0.008607848	0.61101216	0.19268812
a31	0.6852489	0.042901043	0.023836436	0.011543158	0.0594757	0.079479724	0.09751498
a0	0.03318845	0.025949394	0.4873785	0.054890458	0.024084857	0.08227705	0.29223126
a31	0.25741243	0.53097546	0.04638218	0.1431361	0.010823151	0.008776122	0.0024946718
a46	0.05975004	0.13382347	0.1480514	0.41491324	0.15074097	0.011493503	0.081227355
a18	0.2570847	0.5430258	0.071631335	0.1126356	0.0045703594	0.008955057	0.0020971738
</S>	0.24196696	0.36148682	0.089746356	0.17162117	0.028492449	0.08728748	0.019398835
