 	mia	figlia	vuole	andare	</S>
a46	0.9954247	0.003990645	0.00038272122	0.00013954726	6.237977e-05
a31	0.7581363	0.23351003	0.008240824	4.5751403e-05	6.711918e-05
a7	0.94026566	0.037686992	0.021943083	7.0179694e-06	9.7215394e-05
a20	0.74748206	0.22082509	0.031143837	0.0004546593	9.432437e-05
a31	0.1422239	0.78509235	0.070731595	0.0016449054	0.00030715874
a46	0.008055486	0.16834135	0.8211876	0.0020108507	0.0004047089
a31	0.39034435	0.2843146	0.20474589	0.09500464	0.025590472
a46	0.13396789	0.20062329	0.6606146	0.00046471885	0.00432955
a31	0.06848721	0.8000151	0.008804921	0.046195377	0.07649735
a11	0.44882235	0.24230674	0.1516024	0.02674773	0.1305208
a3	0.060297377	0.74003446	0.018228428	0.086612776	0.0948269
a31	0.13986185	0.16233452	0.10134453	0.22528675	0.3711723
a27	0.035594877	0.081711546	0.07489368	0.61694324	0.19085672
a0	0.12795168	0.14343034	0.13064763	0.22786544	0.37010488
</S>	0.08320118	0.24601692	0.07760522	0.29989854	0.29327816
