 	è	che	stanno	ancora	alzati	</S>
a20	0.9885394	0.0038642045	0.0014019293	0.0025823128	0.0032767628	0.00033540706
a31	0.0018539028	0.2518174	0.18732904	0.5577859	2.1147553e-05	0.0011926236
a20	0.40181658	0.055064283	0.058949962	0.48108214	3.4501518e-06	0.0030836195
a31	0.0061664484	0.07205175	0.59862196	0.32227316	1.165359e-05	0.0008751391
a20	0.16009986	0.010650065	0.034165304	0.78463006	6.3399357e-06	0.010448378
a28	0.0027265968	0.20878561	0.7121723	0.075546235	0.00022242792	0.0005467402
a31	0.012112895	0.07941051	0.7773834	0.11489163	0.0036646787	0.012536912
a29	0.037913445	0.13814679	0.27305272	0.5318375	0.0030766116	0.01597287
a46	0.20602985	0.20020524	0.22285445	0.1785604	0.022464633	0.16988541
a31	0.0045106825	0.02057591	0.10662245	0.8299272	0.008800489	0.029563293
a20	0.06248386	0.36389568	0.1178828	0.080601886	0.03429558	0.34084022
a31	0.06583733	0.120935746	0.10667231	0.22044052	0.3854794	0.10063467
a39	0.01516891	0.1216359	0.22984031	0.1515154	0.15182132	0.3300182
a20	0.10834882	0.12135116	0.107296586	0.037644103	0.5776325	0.047726862
a8	0.06768838	0.09004807	0.071051985	0.054539043	0.651578	0.06509454
a20	0.06893591	0.08135356	0.06642639	0.027992532	0.70495236	0.050339244
a24	0.06256916	0.0892354	0.064356774	0.06417927	0.6594924	0.06016701
a46	0.072841786	0.08402288	0.062338397	0.060940806	0.65877366	0.06108255
a8	0.07005064	0.08031001	0.066794164	0.029648835	0.69983166	0.053364694
a23	0.077315256	0.0972198	0.06846134	0.019388981	0.6956841	0.04193052
a8	0.089035876	0.09967438	0.07003571	0.015262168	0.68854666	0.037445255
</S>	0.080605894	0.13380492	0.072965816	0.024634548	0.647022	0.04096686
