 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.9066212	0.022029707	0.015044891	0.01369213	0.01191739	0.000525235	0.029320536	0.0008489002
a0	0.0015723289	0.028601527	0.1863022	0.68903136	0.0013310678	0.0030002543	0.0880903	0.0020709692
a31	0.12175823	0.0038997757	0.021907609	0.04872538	1.8930845e-05	4.0930496e-05	0.79813427	0.0055148676
a17	0.077706106	0.00032471147	0.009551677	0.8105851	0.001111198	9.1965434e-05	0.099809885	0.00081946095
a20	0.84997106	0.002318443	0.021533381	0.018513244	3.5307776e-06	9.643017e-06	0.10706566	0.0005850041
a31	0.4559017	0.003541589	0.008315718	0.10187753	0.00024765608	7.262804e-05	0.4278067	0.0022364627
a37	0.00550107	2.0312249e-05	0.008048543	0.5489708	6.7698005e-05	2.1573132e-05	0.43712226	0.00024770707
a15	0.5548796	0.005484255	0.013321442	0.41628814	0.00030650827	0.00041276874	0.007563322	0.0017438944
a46	0.8049693	0.008848079	0.08091745	0.077701606	0.00059655734	0.00038535448	0.024307469	0.0022740697
a24	0.65467876	0.007538102	0.15411268	0.15580839	0.000725575	0.0006709039	0.019332428	0.00713321
a31	0.34083527	0.022181187	0.34031528	0.23695351	0.005642682	0.0016746934	0.021369454	0.031027857
a18	0.16481675	0.004780672	0.064130455	0.2756196	0.0090948865	0.0049466533	0.2873374	0.18927366
a11	0.8431674	0.0029683753	0.011928057	0.13492377	0.0015268277	0.00045185952	0.0019561881	0.003077551
a35	0.42908686	0.041844994	0.15571591	0.2999803	0.0035560033	0.0048176222	0.006126377	0.05887183
a31	0.4348188	0.03926008	0.07043568	0.41473967	0.010280854	0.008201608	0.0073942603	0.014869106
a13	0.2243669	0.014257935	0.1737204	0.16694312	0.013149315	0.009055586	0.06196827	0.3365385
a11	0.5191287	0.01652953	0.030175071	0.36613014	0.016324107	0.010325415	0.013367829	0.028019223
a31	0.50480056	0.07206031	0.097984076	0.22084442	0.012402428	0.013800038	0.012656129	0.06545204
a46	0.16077703	0.08104309	0.18391755	0.17174403	0.013167437	0.024953613	0.032984257	0.33141297
a31	0.34422174	0.061896157	0.07610991	0.2918259	0.07133729	0.05223893	0.057800397	0.04456963
a24	0.07044821	0.24206148	0.19520353	0.040528607	0.025354367	0.10192506	0.048790365	0.27568835
a35	0.38516223	0.109225094	0.10802735	0.18340635	0.063574046	0.04597151	0.04547841	0.05915494
a31	0.22505519	0.14012094	0.13138312	0.13275889	0.13276775	0.11002184	0.08501343	0.042878907
a46	0.071938366	0.24345954	0.18218216	0.03333788	0.028076684	0.11287572	0.052755356	0.27537426
a31	0.1572654	0.12176623	0.12040984	0.12949122	0.16422419	0.12178737	0.1082813	0.07677444
</S>	0.056777135	0.15075327	0.08689291	0.012433754	0.04887554	0.21407388	0.06427767	0.36591586
