 	quest	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.002726027	9.143957e-05	6.12933e-06	5.065279e-07	0.00017429669	0.9968094	0.00019125956	8.331791e-07
a31	0.04595697	0.01185739	0.0014374731	9.674199e-05	0.13318686	0.7953235	0.012057477	8.3627296e-05
a37	0.05433512	0.006205654	0.0012765632	4.4474493e-07	0.00046744393	0.5246222	0.40754104	0.005551524
a20	0.016874539	0.021447236	0.0017721311	1.1391871e-05	0.004293587	0.9545287	0.0010013314	7.1091185e-05
a31	0.46782127	0.22151907	0.0013016275	5.819237e-05	0.17367013	0.13520363	0.00042129194	4.8531783e-06
a7	0.12580918	0.135742	0.0069199535	2.1022546e-05	0.031977333	0.699389	0.00013292259	8.566971e-06
a10	0.14045744	0.061540727	0.0012205265	0.0015747123	0.61670595	0.17445162	0.0039961133	5.288454e-05
a41	0.13928056	0.11342948	0.02070834	0.00069447537	0.6437437	0.07735916	0.0041984064	0.00058587175
a37	0.0886145	0.15230477	0.018119128	0.019107476	0.3651243	0.30390707	0.051634435	0.0011883096
a14	0.040154718	0.14776622	0.007719156	0.10136408	0.4305424	0.166936	0.07217648	0.033340964
a31	0.0128882285	0.023869274	0.0065229456	0.086518936	0.06410323	0.10529459	0.22093785	0.47986498
a20	0.0016889322	0.009739928	0.005535531	0.0041994248	0.029115975	0.20276223	0.6795657	0.067392305
a31	0.0045638382	0.038249776	0.023434995	0.06007523	0.14323962	0.43828312	0.050679777	0.24147366
a37	0.000116965966	0.0014330416	0.0145239355	0.060996912	0.0026918263	0.058860157	0.5476917	0.31368545
a7	0.02615228	0.038230993	0.059792183	0.044415012	0.04779271	0.7055451	0.04387153	0.03420014
a10	0.013061209	0.026431713	0.11845962	0.25347802	0.15242812	0.23567678	0.10432234	0.09614218
a7	0.012186117	0.028566854	0.046114217	0.29320604	0.038374387	0.04937393	0.058109444	0.47406903
a39	0.0651968	0.08023987	0.17517895	0.116588324	0.09453928	0.35441497	0.077876024	0.035965763
a10	0.026151998	0.040282115	0.17514047	0.1515664	0.19844843	0.23236024	0.11836964	0.05768067
a32	0.034418933	0.051371675	0.0922102	0.22338644	0.094680905	0.15178265	0.08938607	0.2627631
a19	0.13483672	0.14670794	0.18850935	0.1311542	0.06310131	0.22357449	0.075869896	0.036246054
a31	0.065706566	0.07496115	0.15629594	0.119305655	0.13536093	0.28574994	0.10671251	0.055907253
</S>	0.018931055	0.04274691	0.061787043	0.43677258	0.037771642	0.06414104	0.13488339	0.2029663
