 	non	aveva	cosa	a	fare	</S>
a31	0.9916951	0.005942755	0.0011924976	0.0010508109	7.932145e-05	3.943554e-05
a18	0.043290265	0.08111039	0.8611804	0.001061798	0.008017448	0.005339598
a24	0.9688306	0.00011382554	0.0074695153	0.0020810005	0.008490535	0.0130145615
a20	0.98202986	1.7577027e-05	0.00020483816	0.00068369764	0.0064410674	0.010623025
a31	0.8709482	0.00074794446	0.00562527	0.059619695	0.05531746	0.007741421
a18	0.6049213	5.2858362e-05	0.012994689	0.24020974	0.12514475	0.016676666
a31	0.682564	0.0008380045	0.0027488878	0.040197857	0.1833828	0.090268396
a17	0.22246036	0.0034697282	0.17111811	0.1984857	0.25339156	0.1510745
a20	0.8337267	0.013606951	0.018330192	0.013196197	0.05158854	0.06955144
a31	0.319601	0.19419937	0.098680004	0.16735637	0.14005168	0.08011152
</S>	0.32249922	0.016887985	0.37442866	0.021795899	0.12232182	0.1420664
