 	da	da	un	famoso	poeta	</S>
a31	0.482407	0.4562314	0.052859176	0.0027150146	0.0046499684	0.0011374456
a37	0.013962896	0.0028735881	0.86987793	0.0018190141	0.11027666	0.0011899049
a31	0.0034540542	0.000105226085	0.6871776	0.010635579	0.29722077	0.0014067848
a28	0.004754352	0.0006160597	0.681812	0.006218592	0.30569762	0.000901348
a31	0.0021158592	8.8608205e-05	0.08855487	0.017178154	0.8912341	0.0008284279
a20	0.007843247	0.0011445534	0.5798382	0.01242289	0.39729914	0.0014519135
a13	0.011098401	0.0003814459	0.012869411	0.0059478646	0.9687309	0.0009720425
a39	0.0075125266	0.00038465214	0.023905262	0.017129304	0.9416855	0.009382763
a31	0.013794189	0.006037303	0.09557321	0.13962537	0.5294878	0.21548213
a35	2.713367e-06	1.2015453e-06	0.00012494106	0.0009352912	0.99205196	0.006883923
a31	0.06865502	0.2009512	0.05977579	0.041526325	0.5807927	0.04829894
a17	0.0023631179	0.002352655	0.008255387	0.07235672	0.2862022	0.62846994
a31	0.10146341	0.42427966	0.09412665	0.105221495	0.22148187	0.053426836
</S>	0.073589906	0.044025674	0.064946584	0.5492637	0.069713	0.19846113
