 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
a8	0.85082966	0.05243552	0.039181594	0.015701832	0.011275488	0.0020800943	0.027947318	0.00054840697
a31	0.81778455	0.05494756	0.004303579	0.0017963194	1.3352001e-05	0.006128721	0.11264227	0.0023837113
a39	0.053406306	0.003479285	0.03310584	0.014155852	1.3323293e-05	0.007057799	0.8804015	0.008380089
a21	0.023173772	0.007815486	0.0014978972	0.007318693	6.0772104e-06	0.0127482675	0.9453253	0.00211448
a31	0.134463	0.1299374	0.026082037	0.017566646	0.0010159813	0.018731369	0.67078185	0.0014216406
a37	0.0025821729	0.0009081733	0.05392569	0.18503213	4.4541717e-05	0.051854707	0.7051824	0.0004702401
a31	0.10180263	0.1154998	0.08560616	0.0685418	0.00027208743	0.012600249	0.6140108	0.0016664404
a41	0.059328485	0.037591454	0.050292958	0.78504544	0.00162662	0.015010415	0.050913498	0.00019107985
a10	0.09206856	0.16924177	0.072701275	0.0589657	0.00044428886	0.019890431	0.5824657	0.0042222473
a31	0.036561087	0.017254245	0.18605827	0.4781595	0.0032269915	0.039549693	0.23497261	0.0042176843
a46	0.048304748	0.014837869	0.010636406	0.8331376	0.00028102787	0.023383569	0.069335625	8.325482e-05
a20	0.0471874	0.07347909	0.039769743	0.0559742	0.004417002	0.0114617385	0.7547256	0.0129851885
a13	0.48901007	0.29798347	0.15160228	0.034651756	0.0023674937	0.012771508	0.008544207	0.003069134
a31	0.17778026	0.20451126	0.28005245	0.24013855	0.0018647403	0.021933416	0.06539746	0.008321858
a39	0.018421818	0.003773901	0.09744876	0.31393686	0.0041751526	0.037378933	0.4591337	0.065730914
a16	0.5128471	0.11811524	0.063714385	0.11389914	0.011014754	0.019087154	0.14742091	0.013901319
a13	0.13190763	0.26631796	0.1601923	0.25305006	0.026232501	0.055771504	0.060517862	0.046010196
a31	0.12003716	0.19067927	0.144893	0.19330448	0.00859165	0.13609998	0.048090544	0.1583039
a37	0.008193118	0.012296172	0.028125636	0.075957835	0.0077032424	0.06177988	0.602645	0.2032991
a31	0.28904167	0.15269022	0.09451311	0.08103247	0.05914254	0.09174602	0.1385354	0.093298584
a8	0.020560695	0.10087355	0.04938006	0.031308234	0.060507827	0.0399776	0.32428816	0.3731039
</S>	0.17957355	0.12703153	0.10709061	0.09425888	0.23494564	0.20683618	0.020305576	0.029958054
