 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a31	0.056332156	0.11839248	0.03630507	0.014234948	0.08394107	0.17222604	0.16434613	0.32383794	0.02416592	0.006218195
a39	0.017875457	0.18859565	0.24085088	0.15659766	0.0057203947	0.046001248	0.18301968	0.10377555	0.052733775	0.004829674
a31	0.0020659547	0.3167589	0.027172577	0.0077835224	0.14473748	0.07145911	0.15865527	0.09057275	0.1769713	0.0038231213
a14	0.004692986	0.09490675	0.052056085	0.071801305	0.2336228	0.24579063	0.23314773	0.051998083	0.008745891	0.0032376577
a41	0.0014975253	0.040757447	0.0043324847	0.0030426828	0.18016043	0.16816485	0.4793114	0.07948392	0.040050924	0.003198313
a33	0.78308225	0.10168022	0.010134818	0.008629153	0.0051902607	0.01867227	0.050365776	0.012338496	0.009782079	0.0001246514
a20	0.29979804	0.3508705	0.043920003	0.01932201	0.035239477	0.07128329	0.116495825	0.04693986	0.015873047	0.00025800196
a31	0.0056846505	0.10744383	0.25300312	0.041118972	0.3414548	0.0813804	0.13404632	0.014388233	0.019825947	0.0016537888
a10	0.007168165	0.009502993	0.057713065	0.08423256	0.3428804	0.1042197	0.30522975	0.026809307	0.042434	0.019810066
a31	0.029845515	0.09725683	0.02693741	0.065653965	0.11613152	0.44705972	0.19649829	0.012012444	0.007965719	0.0006385536
a46	0.101816155	0.0072473297	0.008083331	0.0562717	0.009575539	0.2913912	0.5132123	0.009370709	0.0011613223	0.0018704197
a31	0.02776958	0.24080046	0.06757529	0.16825947	0.07825098	0.30091247	0.09028184	0.022137368	0.0035600897	0.0004524774
a39	0.07228696	0.0052562007	0.0045950403	0.05176693	0.0059311325	0.13199721	0.704795	0.01986295	0.0012946354	0.0022139193
a28	0.049616575	0.20676315	0.045593694	0.085510604	0.12920731	0.31535795	0.06140623	0.093487784	0.01147371	0.0015830313
a21	0.031816375	0.19292171	0.08071055	0.12337654	0.18487325	0.117654555	0.06637993	0.15945342	0.03509106	0.007722559
a24	0.007346091	0.05338142	0.07015458	0.08813624	0.42248505	0.24019018	0.069561504	0.03474235	0.009126199	0.004876459
a46	0.023668008	0.051938217	0.035931498	0.044677574	0.16122589	0.21814567	0.33702168	0.05826187	0.044999823	0.024129756
a20	0.04407609	0.029430864	0.059050113	0.03715772	0.42122224	0.25324228	0.053276967	0.08000322	0.016247023	0.0062934663
a31	0.030370336	0.028051885	0.011515039	0.022124007	0.13532941	0.11845353	0.18986313	0.17273787	0.1809385	0.11061625
a14	0.001762976	0.002612566	0.0060260464	0.005018718	0.12148739	0.038217805	0.10655545	0.22261404	0.48586544	0.009839564
a17	0.018304223	0.013892289	0.0357198	0.020806264	0.38136962	0.19141297	0.15576093	0.14628297	0.026882716	0.009568212
a31	0.15258469	0.084196664	0.114138946	0.08766464	0.28435895	0.1362602	0.03479199	0.076343186	0.018037423	0.011623312
a11	0.005527426	0.0041576433	0.0033657937	0.0017566164	0.017485462	0.009602182	0.07972336	0.27208802	0.59603226	0.0102612
a18	0.048004054	0.03914914	0.047620766	0.03894088	0.20580736	0.11604951	0.12200755	0.2814996	0.06567887	0.03524224
a6	0.19125454	0.0722337	0.06357366	0.06748201	0.10291956	0.13278931	0.09746877	0.19567728	0.049340013	0.02726114
a8	0.16706114	0.10605389	0.11272015	0.10892918	0.17538205	0.13277905	0.055276584	0.09753385	0.026486456	0.017777622
a31	0.13375081	0.091288276	0.080506474	0.08135422	0.10890469	0.116182886	0.078951746	0.20810063	0.05841803	0.042542234
a24	0.012947338	0.010974376	0.005917816	0.001774527	0.01449982	0.006912448	0.056806292	0.23640482	0.63207495	0.02168759
a37	0.14831269	0.04337896	0.046522856	0.04268982	0.1093441	0.08791955	0.13901736	0.25407293	0.08756242	0.041179407
a38	0.15276188	0.101691216	0.08820655	0.0889216	0.099010184	0.10816676	0.07914857	0.1657707	0.06288791	0.053434607
a31	0.16277519	0.12304387	0.12205117	0.119969115	0.13138862	0.11307865	0.055528596	0.097780064	0.039513424	0.03487134
a11	0.028456833	0.032763578	0.010970542	0.0030097924	0.014989635	0.0075643444	0.03782075	0.1872564	0.62558424	0.051583882
a31	0.10052684	0.08457204	0.08341187	0.081069306	0.11465995	0.09800765	0.08922014	0.19746913	0.08429665	0.066766486
a8	0.06340011	0.07854011	0.02007654	0.007965632	0.023747625	0.011329114	0.028213512	0.17019518	0.46142498	0.13510725
a10	0.10923855	0.10220541	0.11242253	0.104420416	0.1529693	0.10896574	0.06445204	0.13461299	0.059585314	0.05112774
a18	0.16330247	0.07634237	0.040722296	0.037384566	0.046470415	0.048283257	0.0614869	0.28028345	0.13985275	0.10587157
a31	0.12661059	0.10969539	0.10584089	0.10528778	0.1099002	0.102671616	0.07555772	0.13225305	0.068830214	0.06335255
a11	0.06983747	0.08839497	0.022661278	0.010825509	0.027606918	0.012479194	0.025758281	0.16974449	0.40100828	0.17168364
a10	0.101963654	0.09470978	0.091328	0.08967917	0.10608732	0.0919827	0.078503385	0.1841087	0.08769486	0.07394247
a1	0.09533487	0.09459721	0.0635215	0.059896193	0.07019664	0.06299376	0.06336213	0.25504372	0.11977233	0.11528163
a41	0.13662009	0.12587498	0.12810156	0.12455641	0.1388462	0.11004608	0.058454845	0.09226809	0.04376095	0.04147078
a31	0.11718251	0.11217691	0.109130725	0.10922736	0.1123555	0.109147385	0.08082235	0.11774149	0.06759043	0.06462527
a8	0.05496717	0.08473581	0.022033812	0.010013244	0.025865348	0.012292609	0.025864288	0.18913472	0.4042789	0.17081408
a31	0.08295194	0.08215725	0.09697324	0.085184	0.16209821	0.10074606	0.06145974	0.1903383	0.07891226	0.05917892
a37	0.08196145	0.07245535	0.025771901	0.018985346	0.04788371	0.013013989	0.022744836	0.15061381	0.33479026	0.23177928
a8	0.0880935	0.09733223	0.09106063	0.08677953	0.11781873	0.08246799	0.056598663	0.22847885	0.08590456	0.06546528
a39	0.11319605	0.10888637	0.10823764	0.10648845	0.11500627	0.10187863	0.07419757	0.13277662	0.072353646	0.06697875
a31	0.11464552	0.0943221	0.08533702	0.08505119	0.08927104	0.09108177	0.089193426	0.16294537	0.09775636	0.09039623
a39	0.06985316	0.09065233	0.023637768	0.011555692	0.029306931	0.012536206	0.024777297	0.16512802	0.39164478	0.18090785
a35	0.084215075	0.09033374	0.08788172	0.081786126	0.119317435	0.088769875	0.07025437	0.20281507	0.09391288	0.080713734
a31	0.11843786	0.11091458	0.11060234	0.10872222	0.118368074	0.104310334	0.07473189	0.12212874	0.067927055	0.063856855
a41	0.06324018	0.09370961	0.023798622	0.012008885	0.02720144	0.014404177	0.027263174	0.19523463	0.35957322	0.18356605
a13	0.06001576	0.07508347	0.09465461	0.072075464	0.20455128	0.105759025	0.05483708	0.18397515	0.08059476	0.0684534
a35	0.09947908	0.099365495	0.0909172	0.08897964	0.098501444	0.090824984	0.08193406	0.16454753	0.094744	0.09070658
a31	0.10573549	0.10325776	0.09853187	0.09614517	0.1097246	0.09717057	0.078462414	0.15235525	0.0818992	0.076717675
