 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
a38	0.03517679	0.035584245	0.027502043	0.020349506	0.016663915	0.012811978	0.48726228	0.09342925	0.039409664	0.092724025	0.13397771	0.0016607997	0.0034478104
a31	0.121866815	0.14220083	0.012197601	0.008022766	0.5561038	0.0007507025	0.11701171	0.0011741384	0.0067796684	0.008495358	0.018441955	0.003123958	0.0038307337
a21	0.00065351056	0.0006143503	0.022824362	3.0496205e-05	0.06683705	3.2883006e-05	0.0059577115	0.00024705805	0.0029555066	0.11872371	0.76686627	0.00964244	0.004614666
a24	0.034522545	0.0035687257	0.024354752	0.00077061466	0.7660129	6.28119e-05	0.12779014	0.00038349253	0.00091549725	0.0035897044	0.033411354	0.0021546762	0.002462813
a31	0.015141248	0.009528119	0.005806642	0.006488681	0.016456867	0.025980465	0.27213326	0.0017099155	0.009004892	0.07652917	0.5416271	0.009563473	0.010030165
a17	0.0004079091	7.944119e-05	0.0038635454	0.00043019446	0.040974174	1.2993758e-05	0.7201782	0.0029301401	0.019501433	0.039750684	0.17096859	0.0002711508	0.0006315997
a31	0.26698178	0.07318106	0.45270577	0.013122847	0.07799991	0.0033032272	0.03844724	2.2654236e-05	0.0011496594	0.004219339	0.067103535	0.00090326136	0.0008596455
a20	0.00901009	0.00330341	0.027811544	0.004663004	0.0526018	0.0005559219	0.14823335	0.0017777291	0.0011303151	0.008025327	0.74261475	0.00021256301	6.0207516e-05
a13	0.082358	0.045230553	0.60512906	0.00625767	0.15779112	0.00840738	0.018150678	8.123308e-05	0.0027827444	0.01375677	0.05300787	0.0033396815	0.0037071528
a17	0.33476466	0.15821226	0.32722682	0.00874355	0.015495991	0.035495993	0.036481507	0.000537198	0.010819534	0.040178426	0.028742924	0.0022519685	0.0010491249
a8	0.19399859	0.03757779	0.57480335	0.0054381127	0.027052537	0.0037997707	0.044410877	0.0001684762	0.025575068	0.06807859	0.018263781	0.0004451905	0.00038783022
a31	0.13939038	0.03151256	0.5502971	0.004824027	0.029651754	0.002857893	0.027324082	0.00031685308	0.027463615	0.15777828	0.027156562	0.0006850106	0.0007419477
a39	0.0007135339	0.007441069	0.07620724	0.07656969	0.10723191	0.06827357	0.0786117	0.0062146676	0.025885805	0.27323118	0.15290345	0.07991517	0.046800967
a31	0.01771768	0.008381556	0.117393136	0.0016941053	0.16206904	0.00046989752	0.096980266	0.0006003344	0.005697955	0.43207347	0.15308966	0.0018131728	0.002019714
a37	0.00019319254	0.0022316256	0.07308457	0.04289096	0.044324227	0.015831789	0.021273363	0.0009136799	0.005217958	0.19857049	0.4079042	0.14257215	0.04499188
a8	0.017686402	0.009837584	0.040090382	0.0032658793	0.2276158	0.0013444478	0.16646853	0.0023915682	0.0066156737	0.25692773	0.26409587	0.0019253736	0.0017348031
a31	0.03762614	0.020466736	0.12472389	0.0065993285	0.23134272	0.0035251707	0.02937333	0.0037149484	0.010086563	0.28289965	0.23473768	0.008728727	0.006175131
a8	0.001465345	0.006534672	0.10540896	0.05233921	0.027928011	0.023202756	0.022203322	0.0008736109	0.0056551844	0.08018269	0.26760504	0.29073027	0.11587098
a23	0.0137098	0.009656366	0.04268279	0.0037828218	0.23658417	0.002732515	0.03918721	0.0066003664	0.01742476	0.31718236	0.3032498	0.0038071391	0.0033998725
a8	0.07451968	0.053290445	0.10727314	0.015239107	0.41007134	0.010594023	0.03791735	0.014730215	0.017218443	0.06551937	0.17771819	0.01046996	0.0054387203
a20	0.06025522	0.033882346	0.05774442	0.013929164	0.30117095	0.011103922	0.04887818	0.0077637048	0.015576747	0.11233745	0.25805834	0.04642134	0.03287819
a31	0.08237293	0.03611765	0.13888197	0.011609442	0.117596336	0.006113704	0.050735332	0.00218137	0.015612261	0.20391075	0.111221865	0.10200221	0.121644154
