 	il	morto	si	piange	</S>
a20	0.835177	0.09550213	0.012186336	0.013749925	0.0433845
a31	0.047230083	0.07707577	0.043355558	0.8303169	0.002021741
a18	0.0020089345	0.00034241634	0.0015672268	0.74473673	0.2513447
a15	0.006844155	0.17027605	0.19309008	0.62691	0.0028798126
a31	0.041733786	0.88081175	0.016768739	0.060533635	0.00015201436
a15	0.0019009438	0.15278053	0.1555906	0.6435399	0.046188004
a31	0.0026752155	0.2823285	0.023494873	0.69073	0.0007714653
a29	0.012183761	0.8906676	0.02348784	0.069228664	0.0044320836
a31	0.005545704	0.17698447	0.021326253	0.7923169	0.003826596
a0	0.012962358	0.9070163	0.050524343	0.024579257	0.004917887
a31	0.0009346731	0.031460904	0.029809445	0.93686587	0.0009290867
a13	0.032780573	0.1925294	0.20398642	0.31256077	0.25814286
a18	0.024299843	0.1447006	0.040402275	0.7871622	0.0034351004
a41	0.00057794125	0.053035885	0.3201766	0.61884457	0.0073650205
a31	0.00029880705	0.020684894	0.38372108	0.58864784	0.0066473386
a18	0.011539873	0.16225022	0.17557575	0.31578508	0.3348491
a31	0.017563082	0.06967897	0.21357886	0.6681463	0.031032762
a46	0.003517359	0.063250035	0.21994117	0.498198	0.2150935
a31	0.10550762	0.10740178	0.26642042	0.42884535	0.0918248
a0	0.0050533456	0.035558984	0.30447412	0.4648719	0.1900416
a31	0.14617757	0.13190234	0.25386706	0.35307348	0.11497949
</S>	0.0029568295	0.017977823	0.2682818	0.57234156	0.13844195
