 	non	sono	ancora	vestita	</S>
a31	0.98917216	0.0089530675	0.0010556915	0.00075737823	6.1703824e-05
a23	0.058434878	0.08380989	0.857219	2.5136516e-05	0.0005111315
a31	0.21651688	0.0005051565	0.78287834	6.075991e-05	3.8796923e-05
a7	0.96792006	0.0007424305	0.031196786	5.9036654e-05	8.1716236e-05
a31	0.331451	0.0026504272	0.66555244	0.00018904734	0.0001571096
a13	0.9599732	0.00039252924	0.039607525	1.4730386e-05	1.1900714e-05
a31	0.3978767	0.030191427	0.4999879	0.027468117	0.04447578
a37	0.94223815	0.0073495037	0.047270436	0.00031899984	0.0028228378
a18	0.65038973	0.011970314	0.23292717	0.04273297	0.061979853
a31	0.59419274	0.058316335	0.061010756	0.19862953	0.08785063
a46	0.10219596	0.24838984	0.26054478	0.12615968	0.26270974
a8	0.1289802	0.10860486	0.114678204	0.5162353	0.1315014
</S>	0.076484464	0.13243805	0.11892656	0.51383454	0.15831634
