 	forse	stanno	ancora	svegli	</S>
a31	0.2993909	0.26763132	0.16244693	0.23688152	0.03364934
a10	0.020580797	0.057877522	0.8371784	0.07141205	0.012951178
a20	0.010404699	0.0956044	0.8869803	0.003338051	0.003672499
a31	0.013095276	0.4621367	0.5225545	0.0018063666	0.00040713738
a18	0.3511957	0.23852813	0.40442285	0.004966664	0.0008866579
a31	0.21227229	0.48479912	0.30172125	0.0008029218	0.00040428346
a35	0.7150834	0.12725058	0.15035501	0.0061468575	0.0011641696
a31	0.5829459	0.12228535	0.2877522	0.004658259	0.0023582699
a10	0.70973545	0.07318243	0.06688934	0.12594809	0.024244737
a20	0.025640974	0.38253084	0.5097909	0.052665982	0.029371263
a29	0.098618254	0.43529016	0.37328404	0.060123138	0.03268436
a20	0.12036251	0.112341695	0.38429594	0.2439207	0.13907914
a31	0.107287355	0.09955491	0.13397855	0.42967522	0.22950393
a28	0.004497179	0.16123728	0.39614978	0.12899463	0.3091211
a8	0.17748682	0.20811829	0.18052131	0.35709253	0.076781064
a21	0.18775317	0.18545716	0.1445764	0.41194743	0.070265904
</S>	0.14741993	0.14162372	0.14630562	0.37988696	0.18476376
