 	non	aveva	dove	a	stare	</S>
a31	0.9351182	0.06083477	0.00039814197	0.001766998	0.0015773544	0.0003044282
a8	0.03775551	0.1824626	0.7732583	0.0022478958	2.9122282e-05	0.004246491
a31	0.9511674	0.0003355256	0.046491098	0.00165005	2.603061e-05	0.00032980405
a28	0.60608417	0.009462925	0.3791628	0.0011828294	4.002889e-05	0.004067289
a37	0.92637765	4.2831238e-05	0.07162828	0.0011080538	0.00021129675	0.0006319398
a31	0.9868558	1.6089189e-05	0.0032878427	0.0028386014	0.005506536	0.0014951319
a18	0.022323437	0.00031704843	0.806661	0.13252589	0.036353808	0.0018188129
a0	0.74791014	0.016157825	0.035547502	0.009283127	0.11581771	0.075283706
a23	0.05879889	0.0027924997	0.017185964	0.008748464	0.5238974	0.38857675
a8	0.103166014	0.041214745	0.16645919	0.07444544	0.4732778	0.14143682
a31	0.11996504	0.05236982	0.1101924	0.10135854	0.5187521	0.097362116
a20	0.011064844	0.00044254394	0.041304473	0.012341531	0.7689833	0.16586335
a31	0.06299183	0.105286226	0.05544745	0.20367548	0.5201695	0.05242945
a20	0.14373517	0.046170894	0.21208939	0.05299818	0.30878165	0.23622471
a24	0.059428334	0.10142542	0.058471512	0.29675597	0.45694554	0.026973147
a8	0.08181194	0.08762946	0.05479911	0.21536307	0.5263924	0.034004033
a31	0.0744044	0.11801696	0.071533136	0.3150915	0.40342963	0.017524365
</S>	0.18350895	0.12036843	0.19813496	0.07821774	0.15947138	0.2602985
