 	deve	essere	bianco	</S>
a31	0.9830199	0.016754247	0.00013494228	9.096564e-05
a11	0.9959997	8.989833e-06	0.003953528	3.781156e-05
a31	0.008075867	0.00015196501	0.98360425	0.0081679
a37	0.012776329	0.013409982	0.8937201	0.08009361
a31	0.0003735417	0.00022289841	0.84375805	0.15564549
a37	0.001202768	0.006361047	0.79886097	0.19357531
a31	0.00036274374	0.00022121012	0.888538	0.11087807
a20	0.0009324754	0.035178185	0.19361746	0.77027196
a31	0.008697546	0.0039631184	0.72986394	0.25747538
a0	9.7451346e-05	0.0033166907	0.14716958	0.84941626
a31	0.14672314	0.17464246	0.62404835	0.054585975
a20	0.0013885855	0.0033458672	0.5028453	0.49242032
a18	0.20854075	0.5757682	0.15081745	0.064873636
</S>	0.553765	0.30836013	0.07754668	0.060328137
