 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	0.0015603662	0.008776437	0.0045211706	0.0026668878	0.001801226	0.4773956	0.5002943	0.0029839883
a31	0.0005041306	0.048963375	0.0027315647	0.0029477007	0.25022206	0.06670568	0.62722033	0.0007051096
a29	1.9306246e-07	6.2509e-05	0.0037053628	0.00036980462	0.00054529984	0.016143786	0.9656854	0.013487558
a46	2.500705e-05	0.0075422386	0.0039208983	0.018350234	0.26924977	0.20245497	0.49686196	0.0015949568
a11	2.6850994e-05	0.07953112	0.013710544	0.014043312	0.0382276	0.793013	0.06134548	0.00010205167
a20	0.0003960672	0.013846267	0.008814303	0.006015584	0.03659007	0.412756	0.5204287	0.0011530049
a8	0.00024693314	0.07782003	0.0651636	0.015582392	0.053196393	0.19286282	0.5937139	0.0014139983
a31	5.0246905e-05	0.47007728	0.14627889	0.017155988	0.020609483	0.12716106	0.21835889	0.0003081817
a38	7.40103e-05	0.01615794	0.01690463	0.05555104	0.26952356	0.08810266	0.5477811	0.0059050834
a31	3.3869776e-05	0.052257385	0.2809889	0.042053554	0.057943873	0.20218757	0.3641728	0.00036213687
a24	1.6506385e-05	0.0007593049	0.008967818	0.027242396	0.11843021	0.008471289	0.80625385	0.029858617
a37	0.00022745301	0.017841466	0.04682089	0.017961996	0.018713055	0.11245225	0.77564627	0.0103366785
a15	0.0032973962	0.017691694	0.7242884	0.08855766	0.06585096	0.011965161	0.08656672	0.0017820125
a31	0.0009463994	0.11894318	0.7364321	0.057562813	0.04361626	0.008885112	0.032030165	0.0015839778
a20	0.00021071754	0.0023358185	0.0063221506	0.01836781	0.026090888	0.001193737	0.8712591	0.07421974
a31	0.0003954866	0.011768798	0.3239148	0.042005565	0.1275926	0.05477242	0.43225396	0.007296425
a37	0.0015718732	0.0021424438	0.049399186	0.03088028	0.03784964	0.0020825763	0.7618584	0.11421564
a46	0.00049634237	0.006324004	0.26798314	0.020651538	0.13077717	0.03294572	0.5294198	0.011402285
a20	0.00069854694	0.004224581	0.2127146	0.04733078	0.30976838	0.01894959	0.40111634	0.005197127
a24	0.013934924	0.050408993	0.29736954	0.0657167	0.13873246	0.04046932	0.309439	0.0839291
a31	0.020096391	0.057646	0.3657993	0.088834405	0.13436013	0.03584367	0.23193815	0.06548195
a17	0.0236668	0.03913661	0.23802717	0.03160424	0.042666193	0.008688324	0.52824247	0.08796815
a20	0.0031611219	0.0069255754	0.05011032	0.02800587	0.25440475	0.04324957	0.6091956	0.0049471823
a38	0.008912842	0.013521142	0.021117257	0.015158146	0.21740134	0.0144520495	0.6962351	0.013202082
a31	0.019154467	0.026382318	0.041087475	0.028183103	0.30757916	0.02708389	0.5256665	0.024863059
a17	0.069054514	0.1291795	0.11364781	0.01701124	0.10665243	0.018255671	0.478639	0.06755981
a31	0.037349522	0.03996059	0.04974499	0.057335306	0.11994107	0.08545454	0.5748124	0.035401534
a37	0.12770084	0.19545653	0.06779385	0.046774924	0.09612192	0.10350191	0.3090515	0.05359847
</S>	0.09030825	0.09421251	0.09245153	0.09156076	0.122269236	0.15063201	0.27890694	0.07965876
