 	quando	venne	arrivò	Giovanni	Anna	ancora	aveva	di	cucinare	</S>
a23	0.0011887845	0.006695148	0.009849266	0.0010889575	0.0014525771	0.013891561	3.989265e-05	0.00023354292	0.96270156	0.0028587629
a31	0.17499882	0.14221054	0.05961852	0.068204895	0.14688775	0.34651315	9.023956e-05	0.0010687681	0.06001177	0.00039552685
a10	9.911788e-05	0.0064077945	0.044554826	0.038568176	0.013838738	0.009929245	1.4918025e-05	3.4814497e-05	0.7085515	0.17800085
a41	0.0005582669	0.022753004	0.18526514	0.079773925	0.45267645	0.033875603	3.7213245e-05	0.000105468556	0.22432266	0.00063231966
a24	0.0030242032	0.10670296	0.057717517	0.0045552803	0.052438308	0.030634606	5.557745e-05	5.7859343e-05	0.74476963	4.406663e-05
a46	0.002383722	0.0316776	0.058549143	0.0010367474	0.0063669514	0.026696071	0.0009364727	0.00024321883	0.87180257	0.00030748115
a24	0.013767533	0.7164935	0.14686263	0.010187495	0.021103358	0.033820804	0.001380189	0.00020172431	0.055852074	0.0003306687
a37	0.0027759885	0.028745478	0.039525855	0.0036718468	0.009583141	0.019140733	0.0031443862	0.00074311375	0.8914326	0.0012368085
a46	0.0022776294	0.3106466	0.18820666	0.1155919	0.14959934	0.113039814	0.014835709	0.0012292159	0.100055516	0.0045176097
a31	0.0014716747	0.61909324	0.13820684	0.043967426	0.05174703	0.12609372	0.0022608652	8.4807914e-05	0.016854443	0.00021998507
a20	0.0013270872	0.015997991	0.04501669	0.0651628	0.15853183	0.3836617	0.0006154601	0.0074293884	0.3051503	0.017106727
a8	0.0013336594	0.106971614	0.3858553	0.09691329	0.17314287	0.20957941	0.0005794382	2.6940916e-05	0.025362894	0.0002346323
a31	0.0007295394	0.023116546	0.10456898	0.40764043	0.31145126	0.14028437	0.0007859419	3.9014267e-05	0.010905257	0.0004785832
a10	0.0027094486	0.0071116807	0.04724878	0.1646338	0.14715625	0.048552994	0.0023122423	0.011994827	0.5080764	0.06020354
a31	0.0009983638	0.038463205	0.3541731	0.087815985	0.22278401	0.28577295	0.00088792003	4.0459636e-05	0.007958087	0.0011059715
a10	0.00027813466	0.0069149327	0.17125554	0.38094336	0.091634125	0.34120417	0.0011491217	0.00014809225	0.0006627737	0.0058098002
a11	4.83055e-05	0.026703727	0.34251413	0.029416794	0.12529232	0.472382	0.0007877453	3.6264264e-05	0.0022564041	0.0005622175
a37	0.0029951136	0.013826118	0.22533354	0.13182227	0.18131857	0.44001815	0.0013459591	0.00022630597	0.0029053013	0.00020866343
a31	0.004024961	0.013760439	0.11149097	0.117777474	0.17430435	0.5648302	0.009844567	0.0007329063	0.0020858217	0.001148297
a20	0.0006507567	0.0032610497	0.06436121	0.10918336	0.13243924	0.5801039	0.009637388	0.0010258461	0.0015177052	0.09781964
a41	0.0007085178	0.0059895017	0.037109327	0.054408927	0.040607836	0.85710603	0.0028603172	0.00026756898	0.00056002795	0.00038196708
a11	0.0035665177	0.0067907744	0.032133147	0.17117172	0.13379596	0.63927346	0.0053344164	0.0024299955	0.002404059	0.0030998946
a27	0.012105856	0.008381156	0.12197459	0.28414086	0.19913733	0.2937787	0.0075359475	0.0031730656	0.0220292	0.04774339
a0	0.012102938	0.0078115175	0.12675832	0.22183052	0.19221683	0.3784261	0.0071593965	0.004615402	0.015370741	0.03370817
a20	0.024375282	0.008230538	0.123950206	0.21150033	0.19197418	0.38047662	0.0065299324	0.004425922	0.017038742	0.03149827
a31	0.028977934	0.011500549	0.13879833	0.13209629	0.17575698	0.44257876	0.009903348	0.0077192253	0.018764043	0.03390453
a17	0.093349904	0.113814324	0.1515869	0.11771422	0.16309774	0.19982696	0.037196357	0.0047578104	0.041492052	0.07716384
a20	0.03315857	0.02971431	0.050702363	0.5303611	0.08689821	0.15363663	0.027569864	0.026506754	0.03356358	0.027888626
a37	0.08630096	0.037128624	0.0815654	0.07295713	0.094541125	0.48173663	0.03347268	0.03151847	0.038677793	0.042101223
a31	0.059425134	0.033020828	0.0838938	0.07946163	0.09821226	0.51264006	0.030679628	0.028907167	0.034190234	0.03956926
a0	0.17525198	0.110385194	0.086022444	0.058315765	0.11031415	0.3134357	0.046420634	0.012316888	0.042814355	0.04472287
a17	0.079622224	0.06674	0.078216866	0.20143223	0.09709538	0.22615021	0.06520546	0.057886086	0.0628911	0.06476038
a28	0.05825506	0.049158193	0.06816457	0.44023097	0.093455225	0.09952489	0.046421643	0.044754777	0.054544345	0.045490265
a31	0.101720005	0.06548462	0.083574265	0.09599489	0.09304783	0.32356375	0.06250028	0.05176161	0.05883656	0.06351613
a20	0.24636032	0.11791719	0.059599757	0.051939283	0.08274228	0.25932667	0.06213195	0.021813152	0.04978393	0.048385456
a28	0.047594517	0.06139829	0.06528382	0.43613562	0.097823896	0.08526909	0.05996805	0.04217151	0.05518397	0.04917136
a15	0.033838008	0.037138093	0.085740276	0.44632596	0.15972964	0.091544904	0.031380933	0.024436349	0.060800932	0.029064914
</S>	0.063524425	0.061920114	0.07196943	0.2636678	0.08981769	0.18629639	0.061007995	0.052523263	0.07472497	0.07454788
