 	può	che	sono	ancora	svegli	</S>
a31	0.6573011	0.23713286	0.051917396	0.012002779	0.038559955	0.0030858158
a7	0.2675296	0.43184027	0.0006504349	0.26374012	0.030934943	0.005304573
a31	0.017165268	0.312581	0.00062584586	0.6555351	0.0061293026	0.007963467
a7	0.0060165245	0.765601	0.0028053208	0.22056627	0.0017569694	0.0032539016
a31	0.0119847	0.19703478	0.0011945579	0.7853173	0.0015044035	0.0029642214
a37	0.0029756026	0.6730804	0.0008566303	0.31950215	0.0004166669	0.003168615
a31	0.02447534	0.19033258	0.0049201148	0.69545335	0.063563496	0.021255238
a39	0.019817617	0.58955204	0.0054383366	0.33521035	0.006318413	0.04366317
a31	0.19793801	0.23081304	0.013266384	0.46397167	0.03790405	0.05610683
a20	0.0007321609	0.005225469	0.000612716	0.042114187	0.27903953	0.67227596
a31	0.31284755	0.26295432	0.029876629	0.26080677	0.10227629	0.03123841
a46	0.021526456	0.027910009	0.007075644	0.34794992	0.23087084	0.36466718
a8	0.08376449	0.11617488	0.123431854	0.12401781	0.47664094	0.07597008
a46	0.16210055	0.06610966	0.112719804	0.13941276	0.4015434	0.118113786
a8	0.21967205	0.06953917	0.11658842	0.20002608	0.21760967	0.17656466
a31	0.16696659	0.09385317	0.15938446	0.22801265	0.19571634	0.15606679
a20	0.03918134	0.15122351	0.32935226	0.35616022	0.047418468	0.07666427
</S>	0.20707735	0.0788677	0.17128868	0.16056591	0.21233404	0.16986626
